issuer_name,cusip,instrument_id,mi_key,spread_target,spread_source,predicted_spread,cheapness_bps,sp_rating,rating_numeric,modified_duration
Pacific Gas and Electric Company,694308KY2,SPS1961942870,4004218,93.85928,z_spread_bid,112.89933669218412,-19.040056692184123,BBB+,8.0,5.357
Pacific Gas and Electric Company,694308KZ9,SPS1961942871,4004218,176.04689,z_spread_bid,154.65616917890253,21.39072082109746,BBB+,8.0,13.25898
Pacific Gas and Electric Company,694308LB1,SPS1983758881,4004218,174.00237,z_spread_bid,169.59846716479467,4.4039028352053435,BBB+,8.0,13.29003
Pacific Gas and Electric Company,694308LA3,SPS1983758907,4004218,119.93875,z_spread_bid,137.08705905471365,-17.14830905471365,BBB+,8.0,7.52691
Pacific Gas and Electric Company,694308JG3,SPS672609677,4004218,80.84539,z_spread_bid,109.96260921640142,-29.117219216401423,BBB+,8.0,4.27631
Pacific Gas and Electric Company,694308JF5,SPS672614173,4004218,40.51472,z_spread_bid,72.70410909064263,-32.189389090642635,BBB+,8.0,1.13051
Pacific Gas and Electric Company,694308JH1,SPS672614174,4004218,142.42264,z_spread_bid,143.1469101121107,-0.7242701121107018,BBB+,8.0,10.44784
Pacific Gas and Electric Company,694308JJ7,SPS672614175,4004218,156.78017,z_spread_bid,148.834168955318,7.946001044681992,BBB+,8.0,13.87351
Pacific Gas and Electric Company,694308JK4,SPS673519730,4004218,48.62063,z_spread_bid,81.38299363307179,-32.76236363307179,BBB+,8.0,1.95166
Pacific Gas and Electric Company,694308JM0,SPS673519732,4004218,77.41668,z_spread_bid,101.3569917819936,-23.9403117819936,BBB+,8.0,3.61535
Pacific Gas and Electric Company,694308JT5,SPS705892846,4004218,82.60765,z_spread_bid,111.12450579665517,-28.516855796655165,BBB+,8.0,4.45123
PacifiCorp,695114BX5,SPS14165434,4001587,114.06883,z_spread_bid,121.39717971318784,-7.3283497131878335,BBB+,8.0,6.37327
PacifiCorp,695114DA3,SPS1837759730,4001587,156.09014,z_spread_bid,112.02728465762453,44.06285534237546,BBB+,8.0,13.55013
PacifiCorp,695114DH8,SPS1982574572,4001587,51.88587,z_spread_bid,72.75898707777077,-20.87311707777077,BBB+,8.0,2.57058
PacifiCorp,695114CA4,SPS28602401,4001587,119.35275,z_spread_bid,111.8945348166631,7.458215183336904,BBB+,8.0,7.4329
PacifiCorp,695114CE6,SPS33224902,4001587,122.94176,z_spread_bid,98.29479639444017,24.646963605559833,BBB+,8.0,7.93469
PacifiCorp,695114CG1,SPS37480617,4001587,125.10437,z_spread_bid,99.90575284118898,25.198617158811018,BBB+,8.0,8.10471
PacifiCorp,695114CT3,SPS573563734,4001587,145.2201,z_spread_bid,107.24863596984035,37.97146403015965,BBB+,8.0,13.02695
PacifiCorp,695114CU0,SPS604263577,4001587,60.54679,z_spread_bid,60.7668580590882,-0.2200680590881987,BBB+,8.0,2.79757
PacifiCorp,695114CV8,SPS604263578,4001587,142.61506,z_spread_bid,104.2591582061805,38.3559017938195,BBB+,8.0,13.3711
PacifiCorp,U69458AA2,SPS64621708,4001587,116.78415,z_spread_bid,132.55451481964164,-15.770364819641642,BBB+,8.0,7.43677
"Pipeline Funding Company, LLC",724060AA6,SPS73143603,4243759,291.35636,z_spread_bid,141.4685987932361,149.88776120676388,BBB,9.0,2.77036
"Public Service Company of North Carolina, Incorporated",744516AB1,SPS14038977,4057139,72.20301,z_spread_bid,81.4528949289151,-9.249884928915094,BBB+,8.0,0.51429
Public Service Company of Oklahoma,744533BP4,SPS1677250893,4057023,125.83054,z_spread_bid,140.515923600838,-14.685383600837994,BBB+,8.0,14.7846
Qwest Corporation,624284BD6,SPS14014233,4057217,352.14711,z_spread_bid,432.09826039030173,-79.95115039030173,B,15.0,3.32484
Qwest Corporation,668027AT2,SPS14015047,4057217,360.3573,z_spread_bid,379.5059388574349,-19.14863885743489,B,15.0,3.3058
Raytheon Company,755111AF8,SPS14045686,4020418,5.98742,z_spread_bid,45.451740453971745,-39.464320453971744,BBB+,8.0,1.13675
Raytheon Company,755111AP6,SPS14062322,4020418,108.68398,z_spread_bid,57.20634940388612,51.47763059611388,BBB+,8.0,2.20408
RTX Corporation,U7532YAM6,SPS669021934,4001600,115.66626,z_spread_bid,128.67046039494787,-13.004200394947873,BBB+,8.0,8.19389
"Sabine Pass Liquefaction, LLC",785592AZ9,SPS1849002116,4368513,76.25339,z_spread_bid,131.9630342931633,-55.70964429316331,BBB+,8.0,5.12024
Six Flags Entertainment Corporation,150190AD8,SPS622854468,4121677,219.96496,z_spread_bid,297.3806531261033,-77.41569312610332,B,15.0,2.7754
Southern California Edison Company,842400FQ1,SPS112583104,4009083,148.21525,z_spread_bid,129.09074646898569,19.124503531014312,BBB+,8.0,9.915
Southern California Edison Company,842400ES8,SPS14151148,4009083,115.57206,z_spread_bid,116.23141559525112,-0.6593555952511281,BBB+,8.0,5.96654
Southern California Edison Company,842400EV1,SPS14157728,4009083,127.58207,z_spread_bid,126.00794749271716,1.574122507282837,BBB+,8.0,6.81007
Southern California Edison Company,842400EZ2,SPS14172129,4009083,138.97831,z_spread_bid,134.17245757644534,4.805852423554654,BBB+,8.0,7.20919
Southern California Edison Company,842400FA6,SPS14179241,4009083,124.24942,z_spread_bid,128.5629500799928,-4.313530079992788,BBB+,8.0,6.98431
Southern California Edison Company,842400FT5,SPS143212055,4009083,166.9095,z_spread_bid,133.9999838013802,32.9095161986198,BBB+,8.0,10.56404
Southern California Edison Company,842400HM8,SPS1763903340,4009083,79.79502,z_spread_bid,109.72024605209498,-29.925226052094985,BBB+,8.0,5.08284
Southern California Edison Company,842400HN6,SPS1763903341,4009083,149.80852,z_spread_bid,133.6689636669001,16.139556333099875,BBB+,8.0,14.34038
Southern California Edison Company,842400FV0,SPS177843184,4009083,161.30453,z_spread_bid,132.15600003817977,29.14852996182023,BBB+,8.0,10.78076
Southern California Edison Company,842400HQ9,SPS1783883637,4009083,41.02443,z_spread_bid,76.06079332205366,-35.03636332205365,BBB+,8.0,0.9498
Southern California Edison Company,842400HR7,SPS1783883638,4009083,171.87636,z_spread_bid,139.40974387715255,32.466616122847455,BBB+,8.0,12.69642
Southern California Edison Company,842400HT3,SPS1814214976,4009083,94.74372,z_spread_bid,117.01568702539191,-22.271967025391916,BBB+,8.0,5.29416
Southern California Edison Company,842400HS5,SPS1814214977,4009083,48.70689,z_spread_bid,76.72496595906492,-28.018075959064916,BBB+,8.0,1.34888
Southern California Edison Company,842400HU0,SPS1827629925,4009083,49.85921,z_spread_bid,78.59212700188142,-28.732917001881425,BBB+,8.0,1.6415
Southern California Edison Company,842400HV8,SPS1827629926,4009083,174.74978,z_spread_bid,144.15233501905956,30.597444980940423,BBB+,8.0,12.89117
Southern California Edison Company,842400HW6,SPS1838048845,4009083,-80.51725,z_spread_bid,93.68351895582578,-174.20076895582577,BBB+,8.0,0.00539
Southern California Edison Company,842400HX4,SPS1838048846,4009083,170.08341,z_spread_bid,140.60198388835653,29.481426111643458,BBB+,8.0,12.79573
Southern California Edison Company,842400HZ9,SPS1867801573,4009083,111.65782,z_spread_bid,117.749187340224,-6.0913673402239965,BBB+,8.0,6.29979
Southern California Edison Company,842400JA2,SPS1867801574,4009083,44.21178,z_spread_bid,79.54358617299249,-35.33180617299249,BBB+,8.0,0.64556
Southern California Edison Company,842400JC8,SPS1872828499,4009083,60.91565,z_spread_bid,79.84830600670323,-18.932656006703226,BBB+,8.0,2.69007
Southern California Edison Company,842400JD6,SPS1872828501,4009083,173.58479,z_spread_bid,142.3907156486825,31.19407435131751,BBB+,8.0,13.1809
Southern California Edison Company,842400JE4,SPS1880363871,4009083,82.84926,z_spread_bid,110.28130745715208,-27.43204745715208,BBB+,8.0,4.23306
Southern California Edison Company,842400JF1,SPS1893299773,4009083,46.15,z_spread_bid,78.10307226958054,-31.953072269580538,BBB+,8.0,0.26329
Southern California Edison Company,842400JG9,SPS1915273746,4009083,117.91386,z_spread_bid,131.2373839277559,-13.3235239277559,BBB+,8.0,6.79725
Southern California Edison Company,842400JH7,SPS1915273747,4009083,170.33195,z_spread_bid,141.21853126036285,29.113418739637154,BBB+,8.0,13.19975
Southern California Edison Company,842400JJ3,SPS1934881041,4009083,73.43259,z_spread_bid,92.36718795296369,-18.934597952963685,BBB+,8.0,3.37378
Southern California Edison Company,842400JK0,SPS1934881042,4009083,173.05883,z_spread_bid,141.21853126036285,31.84029873963715,BBB+,8.0,13.16837
Southern California Edison Company,842400JL8,SPS1985742619,4009083,93.93003,z_spread_bid,117.53339303163685,-23.603363031636846,BBB+,8.0,5.65268
Southern California Edison Company,842400JM6,SPS1998907781,4009083,79.61707,z_spread_bid,133.70289613962177,-54.08582613962177,BBB+,8.0,4.5916
Southern California Edison Company,842400FW8,SPS231601759,4009083,161.47187,z_spread_bid,132.74735663450207,28.724513365497927,BBB+,8.0,11.27479
Southern California Edison Company,842400FZ1,SPS247431684,4009083,159.37261,z_spread_bid,125.74173207193434,33.63087792806567,BBB+,8.0,11.10629
Southern California Edison Company,842400FC2,SPS25628949,4009083,128.28351,z_spread_bid,128.66507506528788,-0.38156506528787304,BBB+,8.0,7.24984
Southern California Edison Company,842400GE7,SPS281965523,4009083,160.45256,z_spread_bid,134.3237328693094,26.12882713069061,BBB+,8.0,12.11256
Southern California Edison Company,842400FF5,SPS30510143,4009083,124.82993,z_spread_bid,131.80778209942545,-6.977852099425448,BBB+,8.0,7.77661
Southern California Edison Company,842400EW9,SPS32224676,4009083,127.58207,z_spread_bid,127.14180635519669,0.44026364480330926,BBB+,8.0,6.81007
Southern California Edison Company,842400FE8,SPS32224677,4009083,128.28351,z_spread_bid,128.66507506528788,-0.38156506528787304,BBB+,8.0,7.24984
Southern California Edison Company,842400FG3,SPS32224678,4009083,124.82993,z_spread_bid,131.38890273021045,-6.558972730210442,BBB+,8.0,7.77661
Southern California Edison Company,842400FH1,SPS40123953,4009083,138.84191,z_spread_bid,126.9146906049824,11.927219395017616,BBB+,8.0,8.20025
Southern California Edison Company,842400GG2,SPS424152027,4009083,157.85324,z_spread_bid,129.76296781526167,28.090272184738325,BBB+,8.0,12.66096
Southern California Edison Company,842400FL2,SPS54125736,4009083,143.00305,z_spread_bid,125.93584990525126,17.067200094748742,BBB+,8.0,8.75266
Southern California Edison Company,842400GJ6,SPS554457255,4009083,49.58854,z_spread_bid,80.68832123614231,-31.099781236142313,BBB+,8.0,1.66291
Southern California Edison Company,842400GK3,SPS554457256,4009083,160.57993,z_spread_bid,131.47906260721697,29.100867392783016,BBB+,8.0,12.76813
Southern California Edison Company,842400GQ0,SPS606122901,4009083,55.72874,z_spread_bid,80.04242440272317,-24.31368440272317,BBB+,8.0,2.54392
Southern California Edison Company,842400GR8,SPS606122902,4009083,165.66086,z_spread_bid,128.94628721941248,36.71457278058753,BBB+,8.0,12.52806
Southern California Edison Company,842400GS6,SPS631713038,4009083,61.68278,z_spread_bid,81.53327701228326,-19.850497012283263,BBB+,8.0,2.95162
Southern California Edison Company,842400GT4,SPS650140239,4009083,153.15574,z_spread_bid,134.34280670804677,18.812933291953243,BBB+,8.0,13.64365
Southern California Edison Company,842400GU1,SPS657381181,4009083,73.87649,z_spread_bid,91.94296061466972,-18.06647061466971,BBB+,8.0,3.70511
Southern California Edison Company,842400GY3,SPS700276747,4009083,149.18434,z_spread_bid,131.99285909224022,17.191480907759768,BBB+,8.0,14.63212
Southern California Edison Company,842400HF3,SPS717991856,4009083,151.79294,z_spread_bid,131.05495742195222,20.737982578047763,BBB+,8.0,13.85796
Southern California Edison Company,842400FP3,SPS99254812,4009083,143.0473,z_spread_bid,127.04230331120915,16.004996688790854,BBB+,8.0,9.36679
Southwest Gas Corporation,84489PAC2,SPS14043803,4041957,223.84555,z_spread_bid,129.16090102450804,94.68464897549197,BBB+,8.0,0.9514
"Southwest Gas Holdings, Inc.",844895AL6,SPS14035364,4884928,51.72505,z_spread_bid,63.30817362552701,-11.583123625527008,BBB+,8.0,0.16818
"Southwest Gas Holdings, Inc.",844895AM4,SPS14076651,4884928,51.72505,z_spread_bid,63.512156391639785,-11.787106391639782,BBB+,8.0,0.16818
"System Energy Resources, Inc.",871911AV5,SPS1911496458,4056971,101.32008,z_spread_bid,105.13657482681529,-3.816494826815287,BBB+,8.0,6.63945
"Talcott Resolution Life, Inc.",416592AC7,SPS14043960,109080,271.51699,z_spread_bid,82.57202318331312,188.9449668166869,BB+,11.0,0.95698
Tampa Electric Company,875127BG6,SPS630376931,3010781,118.85268,z_spread_bid,138.46082990132132,-19.608149901321312,BBB+,8.0,13.95341
"Tenaska Georgia Partners, L.P.",88031JAB2,SPS14087539,4063355,215.94684,z_spread_bid,96.1740425003779,119.77279749962211,BBB+,8.0,1.77673
"Tennessee Gas Pipeline Company, L.L.C.",880451AS8,SPS14041043,4057165,15.73126,z_spread_bid,37.45616531082452,-21.724905310824518,BBB+,8.0,0.76156
"Tennessee Gas Pipeline Company, L.L.C.",880451AU3,SPS14041045,4057165,114.08903,z_spread_bid,131.81307637551834,-17.72404637551834,BBB+,8.0,7.55347
"Tennessee Gas Pipeline Company, L.L.C.",880451AV1,SPS14061277,4057165,36.90818,z_spread_bid,43.53102378413323,-6.622843784133231,BBB+,8.0,2.17008
"Texas Gas Transmission, LLC",882440AN0,SPS14044702,4057167,64.59541,z_spread_bid,116.68337453268114,-52.08796453268114,BBB,9.0,1.05165
The Allstate Corporation,020002AT8,SPS26465134,103247,91.29167,z_spread_bid,116.25141866174677,-24.959748661746772,BBB+,8.0,7.39216
The Bank of New York Mellon Corporation,U06405CU3,SPS31692326,100144,-75.80534,z_spread_bid,252.67934580156987,-328.48468580156987,CCC,18.0,21.56095
The Dayton Power and Light Company,240019BV0,SPS618234451,4017451,135.0632,z_spread_bid,133.0161051375004,2.0470948624995913,BBB+,8.0,13.28692
"The Goldman Sachs Group, Inc.",38151FPJ6,SPS1865366037,4039450,110.55563,z_spread_bid,143.16106751922413,-32.60543751922414,BBB+,8.0,7.1492
"The Goldman Sachs Group, Inc.",38148YAA6,SPS541441374,4039450,104.2415,z_spread_bid,136.42446222436604,-32.18296222436604,BBB+,8.0,9.40385
"The Goldman Sachs Group, Inc.",38141GYC2,SPS711443140,4039450,116.08109,z_spread_bid,136.3306603233654,-20.249570323365404,BBB+,8.0,11.5924
The Kroger Co.,501044DE8,SPS402896983,4004136,-0.95038,z_spread_bid,81.85741204475042,-82.80779204475041,BBB,9.0,0.37026
"The Williams Companies, Inc.",969457BB5,SPS14100527,4011165,55.25137,z_spread_bid,109.12388708015732,-53.872517080157316,BBB+,8.0,3.84562
"Time Warner Cable Enterprises, LLC",88731EAJ9,SPS14080100,4071273,189.72695,z_spread_bid,148.60220273030095,41.12474726969904,BBB-,10.0,5.30198
Time Warner Cable Inc.,88732JAY4,SPS115638708,4146010,246.52981,z_spread_bid,157.01448704922845,89.51532295077155,BBB-,10.0,9.31143
Time Warner Cable Inc.,88732JBB3,SPS140294740,4146010,245.25884,z_spread_bid,153.55269883924177,91.70614116075822,BBB-,10.0,9.61204
Time Warner Cable Inc.,88732JAJ7,SPS34405166,4146010,222.42379,z_spread_bid,151.80565995271257,70.61813004728742,BBB-,10.0,7.66383
Time Warner Cable Inc.,88732JAN8,SPS46045098,4146010,235.6016,z_spread_bid,151.01667634267514,84.58492365732485,BBB-,10.0,7.81711
Time Warner Cable Inc.,88732JAU2,SPS60515940,4146010,238.39921,z_spread_bid,152.54133812599403,85.85787187400598,BBB-,10.0,8.29997
"Transcontinental Gas Pipe Line Company, LLC",893570BM2,SPS14038463,4057168,33.97633,z_spread_bid,-25.40584533048012,59.382175330480116,BBB+,8.0,0.47771
Unum Group,91529YAD8,SPS14118645,103324,131.35124,z_spread_bid,146.15464710655118,-14.803407106551191,BBB,9.0,4.75703
USF&G Capital III,90330SAB6,SPS32227124,7381986,333.22728,z_spread_bid,142.09118280932515,191.13609719067486,BBB+,8.0,9.55471
Valero Energy Corporation,252747AF7,SPS14034325,4011157,304.30968,z_spread_bid,90.64776868237833,213.66191131762167,BBB,9.0,0.08571
Vericast Corp.,U9231NAK4,SPS1805148393,4158977,784.48926,z_spread_bid,263.126092826197,521.3631671738029,CCC,18.0,1.29494
Vericast Corp.,92342NAK9,SPS1805310512,4158977,784.48926,z_spread_bid,263.126092826197,521.3631671738029,CCC,18.0,1.29494
Verizon Communications Inc.,362320BA0,SPS14055470,4057229,36.78963,z_spread_bid,51.00114949518608,-14.211519495186074,BBB+,8.0,1.74207
Verizon Communications Inc.,92343VGL2,SPS1680021299,4057229,113.04604,z_spread_bid,148.23709204103505,-35.19105204103505,BBB+,8.0,11.41443
Verizon Communications Inc.,92343VGP3,SPS1771742262,4057229,124.11137,z_spread_bid,166.9230119365198,-42.811641936519806,BBB+,8.0,14.27988
Verizon Communications Inc.,92343VGQ1,SPS1772244386,4057229,144.21782,z_spread_bid,215.58923654956115,-71.37141654956116,BBB+,8.0,14.52903
Verizon Communications Inc.,92346MBY6,SPS430326041,4057229,-3.48272,z_spread_bid,172.58716856162673,-176.06988856162673,BBB+,8.0,13.53671
Verizon Communications Inc.,92346MGE5,SPS430326183,4057229,146.17017,z_spread_bid,158.25226981489325,-12.08209981489324,BBB+,8.0,13.7548
Verizon Communications Inc.,92346MGP0,SPS430326192,4057229,190.64406,z_spread_bid,155.12628058233912,35.517779417660876,BBB+,8.0,3.74881
Verizon Communications Inc.,92346MGQ8,SPS430326193,4057229,123.09928,z_spread_bid,245.17829544991113,-122.07901544991114,BBB+,8.0,14.77539
Verizon Communications Inc.,92346MAY7,SPS430326865,4057229,171.40973,z_spread_bid,168.21105626398864,3.198673736011358,BBB+,8.0,12.06966
Verizon Maryland Inc.,165069AP0,SPS14003419,4057233,54.94131,z_spread_bid,99.88894907189353,-44.94763907189353,BBB+,8.0,2.95057
Verizon Maryland Inc.,92344WAB7,SPS14139676,4057233,81.85523,z_spread_bid,107.2705841152918,-25.41535411529179,BBB+,8.0,5.72232
Verizon New England Inc.,644239AY1,SPS14014557,4057234,51.49313,z_spread_bid,92.7800799094717,-41.286949909471694,BBB+,8.0,3.0369
Verizon New Jersey Inc.,645767AW4,SPS14014582,4057235,66.55267,z_spread_bid,95.31609600835283,-28.763426008352823,BBB+,8.0,3.0345
Verizon New Jersey Inc.,645767BC7,SPS14140081,4057235,66.23455,z_spread_bid,103.1257527019526,-36.89120270195261,BBB+,8.0,3.03457
Verizon New York Inc.,650094CJ2,SPS14054885,4057236,54.60861,z_spread_bid,88.13801765205578,-33.52940765205578,BBB+,8.0,1.74558
Verizon New York Inc.,92344XAB5,SPS14114721,4057236,66.63256,z_spread_bid,109.02239900917291,-42.38983900917292,BBB+,8.0,4.74998
Verizon Pennsylvania LLC,078167BA0,SPS14002123,4381427,85.65588,z_spread_bid,108.71093937929867,-23.05505937929867,BBB+,8.0,4.17773
Verizon Pennsylvania LLC,07786DAA4,SPS14063430,4381427,28.44571,z_spread_bid,77.05100391674964,-48.60529391674964,BBB+,8.0,2.25032
Verizon Virginia LLC,165087AL1,SPS14003433,4057242,58.8579,z_spread_bid,40.6101940840627,18.247705915937303,BBB+,8.0,2.89928
Virginia Electric and Power Company,927804FG4,SPS50031609,4057032,98.6009,z_spread_bid,122.42280435621807,-23.82190435621807,BBB+,8.0,8.16989
"Warner Media, LLC",887317AH8,SPS109112605,4120680,591.72212,z_spread_bid,308.56226731768567,283.15985268231435,BB,12.0,7.89096
"Warner Media, LLC",887317AL9,SPS129184239,4120680,266.18451,z_spread_bid,252.77578356817335,13.408726431826636,BB,12.0,9.19055
"Warner Media, LLC",887317AM7,SPS141639167,4120680,534.45033,z_spread_bid,344.36731521071124,190.08301478928877,BB,12.0,8.78852
"Warner Media, LLC",887317AP0,SPS208511565,4120680,492.37852,z_spread_bid,341.2723977690489,151.1061222309511,BB,12.0,9.05129
"Warner Media, LLC",887317AS4,SPS252866919,4120680,510.58523,z_spread_bid,328.97338831294,181.61184168706,BB,12.0,9.09024
"Warner Media, LLC",887317AU9,SPS264162316,4120680,485.38875,z_spread_bid,334.14377517291825,151.24497482708176,BB,12.0,9.57217
"Warner Media, LLC",887317AD7,SPS30133498,4120680,353.25655,z_spread_bid,225.36019144321088,127.89635855678912,BB,12.0,7.26351
"Warner Media, LLC",887317AX3,SPS302465050,4120680,606.20705,z_spread_bid,365.90690421525,240.30014578475,BB,12.0,9.13513
"Warner Media, LLC",887317AE5,SPS99075343,4120680,536.02379,z_spread_bid,339.2792449848454,196.74454501515459,BB,12.0,8.05474
Wells Fargo & Company,95000U2U6,SPS426358685,100382,81.71468,z_spread_bid,102.086312657481,-20.371632657481,BBB+,8.0,5.86403
Wells Fargo & Company,95000U3B7,SPS426358692,100382,89.8532,z_spread_bid,108.49590625526521,-18.64270625526521,BBB+,8.0,5.86311
Weyerhaeuser Company,969133AK3,SPS14034378,4006248,58.39877,z_spread_bid,59.38483880933081,-0.9860688093308099,BBB,9.0,0.08682
Weyerhaeuser Company,969133AJ6,SPS14034379,4006248,27.27955,z_spread_bid,93.64214824140501,-66.36259824140501,BBB,9.0,0.08696
Weyerhaeuser Company,962166AW4,SPS14047416,4006248,42.68506,z_spread_bid,59.39505554401383,-16.70999554401383,BBB,9.0,1.26097
Yellowstone Energy LP,98580LAA3,SPS291371305,4064145,431.97865,z_spread_bid,120.54876627224576,311.42988372775426,BBB,9.0,0.54831
Yorkshire Power Finance Limited,G9856LAA0,SPS31503304,4279540,69.08815,z_spread_bid,103.29739036602598,-34.20924036602598,BBB+,8.0,1.88533
