issuer_name,cusip,instrument_id,mi_key,actual_spread,predicted_spread,cheapness_bps,downgrade_prob_4q,sp_rating,rating_numeric,modified_duration,quadrant,rv_long_score,rv_short_score
Southern California Edison Company,842400ES8,SPS14151148,4009083,115.57206,116.23141559525112,-0.6593555952511281,0.16143408731704326,BBB+,8.0,5.96654,Long (cheap+safe),-0.5529131265143764,0.10644246873675164
"BellSouth, LLC",079860AD4,SPS14106681,4041154,102.68909,103.8513954214354,-1.1623054214354056,,BBB,9.0,4.46831,Long (cheap+safe),-0.5811527107177028,0.5811527107177028
Pacific Gas and Electric Company,694308JH1,SPS672614174,4004218,142.42264,143.1469101121107,-0.7242701121107018,0.14699392038597603,BBB+,8.0,10.44784,Long (cheap+safe),-0.6178068089131594,0.10646330319754244
Jefferies Financial Group Inc.,47233WKZ1,SPS1968256411,103464,132.4378,133.46590784782836,-1.0281078478283519,0.3941554534165877,BBB,9.0,7.2924,Trap (cheap+risky),-0.6228735329064158,0.4052343149219362
Weyerhaeuser Company,969133AK3,SPS14034378,4006248,58.39877,59.38483880933081,-0.9860688093308099,0.0801462687831106,BBB,9.0,0.08682,Long (cheap+safe),-0.9070390734995409,0.07902973583126892
"Dominion Energy, Inc.",209615BS1,SPS14049850,4001616,72.89133,74.35756783480018,-1.4662378348001823,0.2238540744162718,BBB,9.0,1.41504,Trap (cheap+risky),-1.138014521416869,0.3282233133833133
Appalachian Power Company,037735CY1,SPS660100799,4056972,133.38211,135.07831571658363,-1.69620571658362,0.13475221030713513,BBB+,8.0,14.00297,Long (cheap+safe),-1.467638247138379,0.2285674694452408
Oracle Corporation,68389XBW4,SPS661501797,4041363,201.4554,203.23645663714396,-1.781056637143962,0.04190351710339104,BBB,9.0,10.04073,Long (cheap+safe),-1.706424099887292,0.07463253725667014
Ford Motor Company,345370BV1,SPS14086369,113873,166.42076,170.37796938814049,-3.957209388140484,0.40014708018647954,BBB-,10.0,4.3698,Trap (cheap+risky),-2.3737436057895445,1.58346578235094
EQT Corporation,294549AE0,SPS14035183,4004341,111.05513,116.12679353318308,-5.07166353318307,,BBB-,10.0,0.12451,Long (cheap+safe),-2.535831766591535,2.535831766591535
Pacific Gas and Electric Company,694308KX4,SPS1945918943,4004218,125.15592,128.8218541739905,-3.665934173990493,0.14699392038597603,BBB+,8.0,6.93168,Long (cheap+safe),-3.1270641378787056,0.5388700361117873
"Tennessee Gas Pipeline Company, L.L.C.",880451AV1,SPS14061277,4057165,36.90818,43.53102378413323,-6.622843784133231,,BBB+,8.0,2.17008,Long (cheap+safe),-3.3114218920666154,3.3114218920666154
Norfolk Southern Railway Company,655855FB5,SPS14165866,4073968,140.0651,146.97388101194215,-6.908781011942153,,BBB+,8.0,9.98986,Long (cheap+safe),-3.4543905059710767,3.4543905059710767
Southern California Edison Company,842400FA6,SPS14179241,4009083,124.24942,128.5629500799928,-4.313530079992788,0.16143408731704326,BBB+,8.0,6.98431,Long (cheap+safe),-3.6171792884145395,0.6963507915782483
"Corebridge Financial, Inc.",21871XAJ8,SPS1776486439,102701,136.78346,141.41739848695954,-4.633938486959551,0.21802337052922702,BBB+,8.0,10.76609,Trap (cheap+risky),-3.6236315992075228,1.0103068877520278
"Corebridge Financial, Inc.",U20256AE0,SPS1776484761,102701,136.78346,141.41739848695954,-4.633938486959551,0.21802337052922702,BBB+,8.0,10.76609,Trap (cheap+risky),-3.6236315992075228,1.0103068877520278
"System Energy Resources, Inc.",871911AV5,SPS1911496458,4056971,101.32008,105.13657482681529,-3.816494826815287,0.04482202231589526,BBB+,8.0,6.63945,Long (cheap+safe),-3.6454318105192733,0.1710630162960136
Belo Corp.,080555AE5,SPS14043892,4121666,129.87021,138.4708416702083,-8.600631670208315,,BB+,11.0,0.92593,Long (cheap+safe),-4.300315835104158,4.300315835104158
HP Inc.,40434LAN5,SPS1785965139,105223,85.79589,93.31893233357631,-7.5230423335763135,0.33095069703354574,BBB,9.0,5.40835,Trap (cheap+risky),-5.03328622946636,2.4897561041099534
Southern California Edison Company,842400HZ9,SPS1867801573,4009083,111.65782,117.749187340224,-6.0913673402239965,0.16143408731704326,BBB+,8.0,6.29979,Long (cheap+safe),-5.108013013142091,0.9833543270819062
"BellSouth, LLC",079857AH1,SPS14081146,4041154,105.11591,115.81913667809387,-10.70322667809387,,BBB,9.0,3.16146,Hold (rich+safe),-5.351613339046935,5.351613339046935
Southern California Edison Company,842400FG3,SPS32224678,4009083,124.82993,131.38890273021045,-6.558972730210442,0.16143408731704326,BBB+,8.0,7.77661,Long (cheap+safe),-5.500130953771544,1.0588417764388982
"Colorado Interstate Gas Company, L.L.C.",196522AE6,SPS14044297,4057158,132.05808,143.20399889883925,-11.145918898839255,,BBB+,8.0,7.63424,Hold (rich+safe),-5.572959449419628,5.572959449419628
Southern California Edison Company,842400FF5,SPS30510143,4009083,124.82993,131.80778209942545,-6.977852099425448,0.16143408731704326,BBB+,8.0,7.77661,Long (cheap+safe),-5.851388914321387,1.1264631851040614
PacifiCorp,695114BX5,SPS14165434,4001587,114.06883,121.39717971318784,-7.3283497131878335,0.1745590093962375,BBB+,8.0,6.37327,Trap (cheap+risky),-6.049120246744565,1.2792294664432695
Norfolk Southern Corporation,655844BW7,SPS542231141,4021829,115.23959,122.9862950077596,-7.746705007759587,0.09546561367080812,BBB+,8.0,13.20766,Long (cheap+safe),-7.007161060267096,0.7395439474924914
Norfolk Southern Corporation,U65584AF8,SPS542273153,4021829,115.23959,122.9862950077596,-7.746705007759587,0.09546561367080812,BBB+,8.0,13.20766,Long (cheap+safe),-7.007161060267096,0.7395439474924914
Jefferies Financial Group Inc.,47233WLS6,SPS1981558673,103464,106.54846,118.57133399019312,-12.02287399019312,0.3941554534165877,BBB,9.0,4.83943,Short (rich+risky),-7.2839926412180525,4.738881348975068
Pacific Gas and Electric Company,694308KG1,SPS1786038272,4004218,100.99886,109.60185961322416,-8.60299961322417,0.14699392038597603,BBB+,8.0,4.92875,Long (cheap+safe),-7.338410972997314,1.2645886402268562
Pacific Gas and Electric Company,694308KR7,SPS1872777035,4004218,115.71635,124.5005340250026,-8.784184025002588,0.14699392038597603,BBB+,8.0,6.32151,Long (cheap+safe),-7.492962377775595,1.2912216472269928
Apollo Debt Solutions BDC,03770DAK9,SPS1974799806,27739734,191.25097,206.576311246058,-15.325341246058002,,BBB-,10.0,3.65711,Hold (rich+safe),-7.662670623029001,7.662670623029001
Connecticut Natural Gas Corporation,20765QAH8,SPS14548092,4059402,121.89866,130.53274757713382,-8.634087577133812,0.03741121059146123,BBB+,8.0,7.08986,Long (cheap+safe),-8.31107590852054,0.3230116686132723
"Duke Energy Kentucky, Inc.",906888AS1,SPS26281773,4057103,103.45939,112.8491311906233,-9.389741190623297,0.09539074637209442,BBB+,8.0,7.26803,Hold (rich+safe),-8.494046770208943,0.8956944204143549
Pacific Gas and Electric Company,694308KU0,SPS1932376728,4004218,123.30166,133.3209861419743,-10.01932614197429,0.14699392038597603,BBB+,8.0,6.74358,Hold (rich+safe),-8.546546112739792,1.472780029234497
"Tennessee Gas Pipeline Company, L.L.C.",880451AU3,SPS14041045,4057165,114.08903,131.81307637551834,-17.72404637551834,,BBB+,8.0,7.55347,Hold (rich+safe),-8.86202318775917,8.86202318775917
"Public Service Company of North Carolina, Incorporated",744516AB1,SPS14038977,4057139,72.20301,81.4528949289151,-9.249884928915094,0.036966216334534736,BBB+,8.0,0.51429,Hold (rich+safe),-8.907951681563265,0.34193324735182784
El Paso LLC,28336LBB4,SPS28969902,4010586,35.3872,53.32210771388873,-17.934907713888727,,BBB+,8.0,0.67976,Hold (rich+safe),-8.967453856944363,8.967453856944363
"NextEra Energy Capital Holdings, Inc.",65339KCP3,SPS1824929512,4065678,67.05962,86.02686852064352,-18.967248520643523,,BBB+,8.0,5.60335,Hold (rich+safe),-9.483624260321761,9.483624260321761
CSX Corporation,126408AU7,SPS14042856,4004350,36.32131,48.30723424016165,-11.985924240161651,0.18783363944668735,BBB+,8.0,0.88348,Short (rich+risky),-9.73456446799982,2.2513597721618335
APA Corporation,U0379QAE2,SPS1912144050,4010203,91.50279,111.74911752336659,-20.24632752336659,,BBB-,10.0,3.00769,Hold (rich+safe),-10.123163761683294,10.123163761683294
CSX Corporation,126408AY9,SPS64219206,4004350,36.32131,48.86025177582074,-12.538941775820746,0.18783363944668735,BBB+,8.0,0.88348,Short (rich+risky),-10.183706707258226,2.3552350685625196
El Paso LLC,U53248AP2,SPS227398570,4010586,147.56282,168.32612458179125,-20.76330458179126,,BBB+,8.0,7.41046,Hold (rich+safe),-10.38165229089563,10.38165229089563
El Paso LLC,28336LBG3,SPS28714186,4010586,147.56282,168.32612458179125,-20.76330458179126,,BBB+,8.0,7.41046,Hold (rich+safe),-10.38165229089563,10.38165229089563
"NextEra Energy Capital Holdings, Inc.",65339KCM0,SPS1824929509,4065678,30.86897,52.00362475076461,-21.134654750764607,,BBB+,8.0,1.64562,Hold (rich+safe),-10.567327375382304,10.567327375382304
Verizon Communications Inc.,92346MGE5,SPS430326183,4057229,146.17017,158.25226981489325,-12.08209981489324,0.10319396477344395,BBB+,8.0,13.7548,Hold (rich+safe),-10.835300032205915,1.2467997826873267
"Tennessee Gas Pipeline Company, L.L.C.",880451AS8,SPS14041043,4057165,15.73126,37.45616531082452,-21.724905310824518,,BBB+,8.0,0.76156,Hold (rich+safe),-10.862452655412259,10.862452655412259
"Southwest Gas Holdings, Inc.",844895AL6,SPS14035364,4884928,51.72505,63.30817362552701,-11.583123625527008,0.062117940504267,BBB+,8.0,0.16818,Hold (rich+safe),-10.863603841302952,0.7195197842240562
"Southwest Gas Holdings, Inc.",844895AM4,SPS14076651,4884928,51.72505,63.512156391639785,-11.787106391639782,0.062117940504267,BBB+,8.0,0.16818,Hold (rich+safe),-11.054915618086437,0.7321907735533453
Southern California Edison Company,842400JG9,SPS1915273746,4009083,117.91386,131.2373839277559,-13.3235239277559,0.16143408731704326,BBB+,8.0,6.79725,Hold (rich+safe),-11.17265300263184,2.150870925124061
Verizon Pennsylvania LLC,078167BA0,SPS14002123,4381427,85.65588,108.71093937929867,-23.05505937929867,,BBB+,8.0,4.17773,Hold (rich+safe),-11.527529689649334,11.527529689649334
El Paso LLC,28336LBH1,SPS28969935,4010586,147.56282,171.11065400958188,-23.54783400958189,,BBB+,8.0,7.41046,Hold (rich+safe),-11.773917004790945,11.773917004790945
"NextEra Energy Capital Holdings, Inc.",65339KBW9,SPS717055991,4065678,25.61311,49.802499346646094,-24.189389346646095,,BBB+,8.0,1.95278,Hold (rich+safe),-12.094694673323048,12.094694673323048
Citigroup Inc.,172967NU1,SPS1783829058,4041896,89.57052,102.80913439049489,-13.238614390494888,0.0856521308754484,BBB+,8.0,5.83701,Hold (rich+safe),-12.104698858110625,1.1339155323842627
RTX Corporation,U7532YAM6,SPS669021934,4001600,115.66626,128.67046039494787,-13.004200394947873,0.06598256922787993,BBB+,8.0,8.19389,Hold (rich+safe),-12.146149842135001,0.8580505528128715
"NextEra Energy Capital Holdings, Inc.",65339KBR0,SPS666803624,4065678,52.48176,76.86128059435475,-24.37952059435475,,BBB+,8.0,3.71025,Hold (rich+safe),-12.189760297177376,12.189760297177376
"NextEra Energy Capital Holdings, Inc.",65339KBJ8,SPS607925173,4065678,32.20017,56.65974708012098,-24.45957708012098,,BBB+,8.0,2.65106,Hold (rich+safe),-12.22978854006049,12.22978854006049
AEP Texas Inc.,00108WAQ3,SPS1783388206,4056935,140.95622,157.2249194834459,-16.268699483445886,0.24701120012320144,BBB+,8.0,13.41435,Short (rich+risky),-12.25014849959621,4.018550983849676
"NextEra Energy Capital Holdings, Inc.",65339KBZ2,SPS1760991694,4065678,62.70425,87.29727850290871,-24.59302850290871,,BBB+,8.0,5.08997,Hold (rich+safe),-12.296514251454354,12.296514251454354
Verizon Maryland Inc.,92344WAB7,SPS14139676,4057233,81.85523,107.2705841152918,-25.41535411529179,,BBB+,8.0,5.72232,Hold (rich+safe),-12.707677057645896,12.707677057645896
Verizon Communications Inc.,362320BA0,SPS14055470,4057229,36.78963,51.00114949518608,-14.211519495186074,0.10319396477344395,BBB+,8.0,1.74207,Hold (rich+safe),-12.744976453022732,1.4665430421633436
Citigroup Inc.,172967NN7,SPS1774231253,4041896,88.10658,102.086312657481,-13.979732657481009,0.0856521308754484,BBB+,8.0,5.82938,Hold (rich+safe),-12.782338766298665,1.1973938911823434
PacifiCorp,U69458AA2,SPS64621708,4001587,116.78415,132.55451481964164,-15.770364819641642,0.1745590093962375,BBB+,8.0,7.43677,Short (rich+risky),-13.017505558907724,2.752859260733919
"Delhaize America, Inc.",246688AF2,SPS14109516,4054848,84.63238,110.66911463487473,-26.036734634874733,,BBB+,8.0,3.98855,Hold (rich+safe),-13.018367317437367,13.018367317437367
"Kinder Morgan, Inc.",482620AS0,SPS14048016,4275772,45.25195,71.59720450473561,-26.345254504735614,,BBB+,8.0,1.34392,Hold (rich+safe),-13.172627252367807,13.172627252367807
Norfolk Southern Corporation,655844CL0,SPS1677747918,4021829,111.84732,126.67974084452635,-14.832420844526354,0.09546561367080812,BBB+,8.0,15.22629,Hold (rich+safe),-13.41643468637996,1.4159861581463944
"NextEra Energy Capital Holdings, Inc.",65339KCL2,SPS1800633131,4065678,18.01935,45.19708203941968,-27.177732039419684,,BBB+,8.0,1.19559,Hold (rich+safe),-13.588866019709842,13.588866019709842
Public Service Company of Oklahoma,744533BP4,SPS1677250893,4057023,125.83054,140.515923600838,-14.685383600837994,0.05707313913511989,BBB+,8.0,14.7846,Hold (rich+safe),-13.847242659334759,0.8381409415032348
Unum Group,91529YAD8,SPS14118645,103324,131.35124,146.15464710655118,-14.803407106551191,0.04320992781801838,BBB,9.0,4.75703,Hold (rich+safe),-14.163752954016374,0.6396541525348173
Verizon New Jersey Inc.,645767AW4,SPS14014582,4057235,66.55267,95.31609600835283,-28.763426008352823,,BBB+,8.0,3.0345,Hold (rich+safe),-14.381713004176412,14.381713004176412
"Delhaize America, Inc.",U24627AB4,SPS64348525,4054848,84.63238,113.7353056641448,-29.102925664144806,,BBB+,8.0,3.98855,Hold (rich+safe),-14.551462832072403,14.551462832072403
Pacific Gas and Electric Company,694308LA3,SPS1983758907,4004218,119.93875,137.08705905471365,-17.14830905471365,0.14699392038597603,BBB+,8.0,7.52691,Hold (rich+safe),-14.62761187877096,2.52069717594269
Citigroup Inc.,172967PA3,SPS1814836101,4041896,93.00828,109.18043760079159,-16.172157600791593,0.0856521308754484,BBB+,8.0,5.95705,Hold (rich+safe),-14.786977841430213,1.385179759361379
"BellSouth Telecommunications, LLC",079867AP2,SPS14027259,4004438,236.03025,265.98172668136533,-29.951476681365335,,BBB,9.0,14.07675,Hold (rich+safe),-14.975738340682668,14.975738340682668
Southern California Edison Company,842400GU1,SPS657381181,4009083,73.87649,91.94296061466972,-18.06647061466971,0.16143408731704326,BBB+,8.0,3.70511,Hold (rich+safe),-15.149926419950326,2.9165441947193864
Weyerhaeuser Company,962166AW4,SPS14047416,4006248,42.68506,59.39505554401383,-16.70999554401383,0.0801462687831106,BBB,9.0,1.26097,Hold (rich+safe),-15.370751749778716,1.3392437942351128
Southern California Edison Company,842400JC8,SPS1872828499,4009083,60.91565,79.84830600670323,-18.932656006703226,0.16143408731704326,BBB+,8.0,2.69007,Hold (rich+safe),-15.876279963773554,3.056376042929672
Southern California Edison Company,842400JJ3,SPS1934881041,4009083,73.43259,92.36718795296369,-18.934597952963685,0.16143408731704326,BBB+,8.0,3.37378,Hold (rich+safe),-15.877908413711838,3.056689539251848
Pacific Gas and Electric Company,694308KY2,SPS1961942870,4004218,93.85928,112.89933669218412,-19.040056692184123,0.14699392038597603,BBB+,8.0,5.357,Hold (rich+safe),-16.24128411462874,2.798772577555383
Duke Energy Corporation,26441CCA1,SPS1854810425,4121470,141.89794,167.48755976035102,-25.589619760351013,0.3503455303635422,BBB,9.0,13.15353,Short (rich+risky),-16.624410853609458,8.965208906741555
Southern California Edison Company,842400GS6,SPS631713038,4009083,61.68278,81.53327701228326,-19.850497012283263,0.16143408731704326,BBB+,8.0,2.95162,Hold (rich+safe),-16.64595014431562,3.2045468679676428
Verizon New York Inc.,650094CJ2,SPS14054885,4057236,54.60861,88.13801765205578,-33.52940765205578,,BBB+,8.0,1.74558,Hold (rich+safe),-16.76470382602789,16.76470382602789
PacifiCorp,695114DH8,SPS1982574572,4001587,51.88587,72.75898707777077,-20.87311707777077,0.1745590093962375,BBB+,8.0,2.57058,Short (rich+risky),-17.22952643766342,3.6435906401073535
Ford Motor Company,345370BT6,SPS14052708,113873,82.88461,111.8278627947084,-28.9432527947084,0.40014708018647954,BBB-,10.0,1.5788,Short (rich+risky),-17.361694697806673,11.58155809690173
"AEP Transmission Company, LLC",00115AAN9,SPS1675968448,4341449,109.51549,131.2783410567994,-21.762851056799406,0.1976666389916831,BBB+,8.0,15.40769,Short (rich+risky),-17.461061433525266,4.3017896232741375
"NextEra Energy Capital Holdings, Inc.",65339KCN8,SPS1824929511,4065678,44.33785,79.74853873322299,-35.41068873322298,,BBB+,8.0,3.35292,Hold (rich+safe),-17.70534436661149,17.70534436661149
Wells Fargo & Company,95000U3B7,SPS426358692,100382,89.8532,108.49590625526521,-18.64270625526521,0.04862392053470909,BBB+,8.0,5.86311,Hold (rich+safe),-17.73622478775727,0.9064814675079397
"ONEOK, Inc.",682680BE2,SPS666570566,4010846,75.33124,110.86995165129711,-35.53871165129712,,BBB,9.0,3.91501,Hold (rich+safe),-17.76935582564856,17.76935582564856
Tampa Electric Company,875127BG6,SPS630376931,3010781,118.85268,138.46082990132132,-19.608149901321312,0.08983935951827728,BBB+,8.0,13.95341,Hold (rich+safe),-17.846566272848232,1.7615836284730784
"ONEOK, Inc.",682680AB9,SPS14060951,4010846,55.84375,92.01526219566406,-36.171512195664064,,BBB,9.0,2.12951,Hold (rich+safe),-18.085756097832032,18.085756097832032
Qwest Corporation,668027AT2,SPS14015047,4057217,360.3573,379.5059388574349,-19.14863885743489,0.04366394997594337,B,15.0,3.3058,Hold (rich+safe),-18.312533648256448,0.8361052091784423
"Healthcare Realty Holdings, L.P.",42225UAG9,SPS635849717,4345132,67.51938,104.19387918822326,-36.674499188223265,,BBB,9.0,3.41252,Hold (rich+safe),-18.337249594111633,18.337249594111633
Verizon New Jersey Inc.,645767BC7,SPS14140081,4057235,66.23455,103.1257527019526,-36.89120270195261,,BBB+,8.0,3.03457,Hold (rich+safe),-18.445601350976304,18.445601350976304
Citigroup Inc.,17327CAQ6,SPS1764851411,4041896,81.08126,101.3007330664301,-20.219473066430098,0.0856521308754484,BBB+,8.0,5.81472,Hold (rich+safe),-18.487632113111623,1.7318409533184747
Southern California Edison Company,842400HT3,SPS1814214976,4009083,94.74372,117.01568702539191,-22.271967025391916,0.16143408731704326,BBB+,8.0,5.29416,Hold (rich+safe),-18.67651235589249,3.5954546694994267
Virginia Electric and Power Company,927804FG4,SPS50031609,4057032,98.6009,122.42280435621807,-23.82190435621807,0.2130930740551615,BBB+,8.0,8.16989,Short (rich+risky),-18.745621527103516,5.076282829114552
"The Goldman Sachs Group, Inc.",38141GYC2,SPS711443140,4039450,116.08109,136.3306603233654,-20.249570323365404,0.05389405180937698,BBB+,8.0,11.5924,Hold (rich+safe),-19.158238931240327,1.0913313921250776
Wells Fargo & Company,95000U2U6,SPS426358685,100382,81.71468,102.086312657481,-20.371632657481,0.04862392053470909,BBB+,8.0,5.86403,Hold (rich+safe),-19.38108400998136,0.9905486474996408
"NextEra Energy Capital Holdings, Inc.",65339KCQ1,SPS1824929510,4065678,136.45156,175.31658725583202,-38.86502725583202,,BBB+,8.0,13.46732,Hold (rich+safe),-19.43251362791601,19.43251362791601
Raytheon Company,755111AF8,SPS14045686,4020418,5.98742,45.451740453971745,-39.464320453971744,,BBB+,8.0,1.13675,Hold (rich+safe),-19.732160226985872,19.732160226985872
Southern California Edison Company,842400JL8,SPS1985742619,4009083,93.93003,117.53339303163685,-23.603363031636846,0.16143408731704326,BBB+,8.0,5.65268,Hold (rich+safe),-19.792975663011713,3.8103873686251335
Extra Space Storage LP,30225VAG2,SPS1681216404,4383065,79.50421,119.1302480033438,-39.626038003343794,,BBB+,8.0,5.25873,Hold (rich+safe),-19.813019001671897,19.813019001671897
"Delhaize America, Inc.",246688AB1,SPS14096250,4054848,84.63238,124.55309538720009,-39.92071538720009,,BBB+,8.0,3.98855,Hold (rich+safe),-19.960357693600045,19.960357693600045
Southern California Edison Company,842400GQ0,SPS606122901,4009083,55.72874,80.04242440272317,-24.31368440272317,0.16143408731704326,BBB+,8.0,2.54392,Hold (rich+safe),-20.388626951854924,3.9250574508682448
Pacific Gas and Electric Company,694308JM0,SPS673519732,4004218,77.41668,101.3569917819936,-23.9403117819936,0.14699392038597603,BBB+,8.0,3.61535,Hold (rich+safe),-20.42123149789579,3.5190802840978113
Verizon New England Inc.,644239AY1,SPS14014557,4057234,51.49313,92.7800799094717,-41.286949909471694,,BBB+,8.0,3.0369,Hold (rich+safe),-20.643474954735847,20.643474954735847
"NextEra Energy Capital Holdings, Inc.",65339KAT7,SPS428742841,4065678,11.36026,52.713459481404065,-41.35319948140406,,BBB+,8.0,0.89444,Hold (rich+safe),-20.67659974070203,20.67659974070203
Verizon New York Inc.,92344XAB5,SPS14114721,4057236,66.63256,109.02239900917291,-42.38983900917292,,BBB+,8.0,4.74998,Hold (rich+safe),-21.19491950458646,21.19491950458646
"American Homes 4 Rent, L.P.",02666TAG2,SPS1869214330,4413987,100.26974,123.03152618349418,-22.76178618349418,0.05892554495198088,BBB,9.0,6.10156,Hold (rich+safe),-21.420535528551316,1.3412506549428636
"Brighthouse Financial, Inc.",10922NAB9,SPS434448530,6588911,84.05408,116.1534132596625,-32.0993332596625,0.3142042971450216,BBB,9.0,1.01127,Short (rich+risky),-22.01358481398643,10.085748445676073
Verizon Maryland Inc.,165069AP0,SPS14003419,4057233,54.94131,99.88894907189353,-44.94763907189353,,BBB+,8.0,2.95057,Hold (rich+safe),-22.473819535946767,22.473819535946767
"NextEra Energy Capital Holdings, Inc.",65339KDC1,SPS1885042845,4065678,23.84303,68.89665683497849,-45.05362683497849,,BBB,9.0,2.69684,Hold (rich+safe),-22.526813417489244,22.526813417489244
Pacific Gas and Electric Company,694308KL0,SPS1840069904,4004218,63.18309,89.62077583587772,-26.437685835877723,0.14699392038597603,BBB+,8.0,2.36171,Hold (rich+safe),-22.551506748929267,3.8861790869484563
Ameren Corporation,171794AF7,SPS14080441,4007308,110.76264,137.1118229217188,-26.349182921718807,0.13994501421889138,BBB,9.0,2.89411,Hold (rich+safe),-22.6617461430827,3.6874367786361084
Southern California Edison Company,842400JE4,SPS1880363871,4009083,82.84926,110.28130745715208,-27.43204745715208,0.16143408731704326,BBB+,8.0,4.23306,Hold (rich+safe),-23.00357991266892,4.428467544483164
"CenterPoint Energy, Inc.",15189TAX5,SPS632958506,4074390,64.00766,101.23608552542242,-37.22842552542242,0.380316875748134,BBB,9.0,3.46589,Short (rich+risky),-23.069827040571685,14.15859848485074
"Duke Energy Indiana, LLC",693627AY7,SPS14551614,4062444,91.16243,121.01925325412576,-29.856823254125757,0.22384765320810313,BBB+,8.0,7.11207,Short (rich+risky),-23.173443436440586,6.6833798176851715
Equifax Inc.,294429AC9,SPS14057890,4040823,70.43398,95.73789482108678,-25.303914821086778,0.08390438488452179,BBB,9.0,1.88552,Hold (rich+safe),-23.180805412853157,2.12310940823362
Southern California Edison Company,842400HS5,SPS1814214977,4009083,48.70689,76.72496595906492,-28.018075959064916,0.16143408731704326,BBB+,8.0,1.34888,Hold (rich+safe),-23.49500343823368,4.523072520831236
Pacific Gas and Electric Company,694308KB2,SPS1771741932,4004218,59.80224,87.50007390546288,-27.697833905462886,0.14699392038597603,BBB+,8.0,2.5433,Hold (rich+safe),-23.626420713499286,4.071413191963599
"MidAmerican Funding, LLC",59562HAJ7,SPS14082915,4081927,63.72345,92.88131654237229,-29.15786654237229,0.18303834347199832,BBB+,8.0,2.46395,Short (rich+risky),-23.82085895127886,5.337007591093427
The Allstate Corporation,020002AT8,SPS26465134,103247,91.29167,116.25141866174677,-24.959748661746772,0.03647928123319441,BBB+,8.0,7.39216,Hold (rich+safe),-24.049234970805063,0.9105136909417083
Southern California Edison Company,842400HU0,SPS1827629925,4009083,49.85921,78.59212700188142,-28.732917001881425,0.16143408731704326,BBB+,8.0,1.6415,Hold (rich+safe),-24.094444769726344,4.638472232155083
Verizon Pennsylvania LLC,07786DAA4,SPS14063430,4381427,28.44571,77.05100391674964,-48.60529391674964,,BBB+,8.0,2.25032,Hold (rich+safe),-24.30264695837482,24.30264695837482
Pacific Gas and Electric Company,694308JT5,SPS705892846,4004218,82.60765,111.12450579665517,-28.516855796655165,0.14699392038597603,BBB+,8.0,4.45123,Hold (rich+safe),-24.325051366023278,4.191804430631889
Pacific Gas and Electric Company,694308JG3,SPS672609677,4004218,80.84539,109.96260921640142,-29.117219216401423,0.14699392038597603,BBB+,8.0,4.27631,Hold (rich+safe),-24.8371650130447,4.280054203356722
"Duke Energy Florida, LLC",341099BT5,SPS14171999,4056998,7.65894,38.93290518452348,-31.273965184523476,0.20068718677391542,BBB+,8.0,1.54594,Short (rich+risky),-24.997681092376087,6.2762840921473915
Southern California Edison Company,842400HM8,SPS1763903340,4009083,79.79502,109.72024605209498,-29.925226052094985,0.16143408731704326,BBB+,8.0,5.08284,Hold (rich+safe),-25.094274496618826,4.830951555476159
Pacific Gas and Electric Company,694308KQ9,SPS1872777034,4004218,57.02377,86.70447944068398,-29.680709440683984,0.14699392038597603,BBB+,8.0,2.70413,Hold (rich+safe),-25.317825600160795,4.362883840523189
GE HealthCare Technologies Inc.,36267VAL7,SPS1814830566,108009705,133.68877,168.9653814088095,-35.27661140880949,0.2818475411284807,BBB,9.0,13.08948,Short (rich+risky),-25.333985223891624,9.942626184917863
"NextEra Energy Capital Holdings, Inc.",65339KCA6,SPS1760991695,4065678,128.76476,179.69894625529042,-50.93418625529043,,BBB+,8.0,14.97515,Hold (rich+safe),-25.467093127645214,25.467093127645214
"Nordstrom, Inc.",655664AH3,SPS14053808,4053619,121.09057,173.07529060945845,-51.98472060945845,,BB+,11.0,1.65277,Hold (rich+safe),-25.992360304729225,25.992360304729225
"Texas Gas Transmission, LLC",882440AN0,SPS14044702,4057167,64.59541,116.68337453268114,-52.08796453268114,,BBB,9.0,1.05165,Hold (rich+safe),-26.04398226634057,26.04398226634057
"Duke Energy Florida, LLC",341099BW8,SPS32210158,4056998,7.65894,40.2427068973601,-32.5837668973601,0.20068718677391542,BBB+,8.0,1.54594,Short (rich+risky),-26.04462238423187,6.539144513128229
Southern California Edison Company,842400GJ6,SPS554457255,4009083,49.58854,80.68832123614231,-31.099781236142313,0.16143408731704326,BBB+,8.0,1.66291,Hold (rich+safe),-26.07921643652597,5.020564799616341
Federal Realty OP LP,313747AF4,SPS14035725,101479324,45.0535,98.02048991407716,-52.96698991407716,,BBB+,8.0,0.2063,Hold (rich+safe),-26.48349495703858,26.48349495703858
Invitation Homes Operating Partnership LP,46188BAC6,SPS1686799318,4887375,103.57963,156.96055506493863,-53.38092506493864,,BBB,9.0,6.60844,Hold (rich+safe),-26.69046253246932,26.69046253246932
"CenterPoint Energy, Inc.",15189TAY3,SPS632958507,4074390,152.64685,195.8714185000291,-43.22456850002911,0.380316875748134,BBB,9.0,13.55677,Short (rich+risky),-26.78553565253683,16.439032847492278
Southern California Edison Company,842400JF1,SPS1893299773,4009083,46.15,78.10307226958054,-31.953072269580538,0.16143408731704326,BBB+,8.0,0.26329,Hold (rich+safe),-26.79475721076528,5.158315058815258
