fold,r2,rmse,spearman,n_val
1,0.3764501346877197,41.71920836500273,0.8261246969790701,67
2,0.2513801639488258,73.50765889070681,0.7456497451660146,67
3,0.37288711369686023,70.01008751215335,0.7006439896424812,66
4,0.7152803700511796,45.94812749854782,0.8467849703455496,66
5,0.4592356948532976,132.97988952978392,0.7525132844980323,66
