SPGTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day,Sector Trade Volume 30 Day
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D,SPT_SECTOR_TRADE_VOLUME_30D
,,,,,04/30/2026,03/31/2026,02/27/2026,01/30/2026,12/31/2025,11/28/2025,10/31/2025,09/30/2025,08/29/2025,07/31/2025,06/30/2025,05/30/2025,04/30/2025,03/31/2025,02/28/2025,01/31/2025,12/31/2024,11/29/2024,10/31/2024,09/30/2024,06/28/2024,03/29/2024,12/29/2023,09/29/2023,06/30/2023,03/31/2023,12/30/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
EQT Corporation,SPS14035183,4004341,294549AE0,ETABL 7.75 07/15/2026 FIX USD Corporate,4892732175,5450510749,4438113583,4888424562,1157760360,1489342752,4219999791,4449692895,2981462815,3914336656,4032813279,3870805644,6208239109,4230698861,4018331268,3714536590,1201498470,1409879600,4418549108,4554831340,3668422529,0,885398513,3215062379,3132836229,4058264875,721930014,3642825942,3402312673,4070877262,777680665,3602425840,3760922064,4989904136,923162000
Equifax Inc.,SPS14057890,4040823,294429AC9,EFX 6.9 07/01/2028 FIX USD Corporate,5853022173,7609743668,5206867735,6014122889,1201534206,1867145188,6520266659,5397345105,2849311930,5019326511,5287409536,5019696263,7076690974,5660312417,5350248426,4702536810,1385362505,2005117395,5675036086,4261636421,4567301384,0,1272077696,3749641919,3131973985,3605254602,1044228957,3444640269,3396319997,3845113976,829991921,3608588826,4222982957,4864227636,760741986
Exelon Corporation,SPS1972368330,4057056,30161NBU4,EXC 3.25 03/15/2029 FIX USD Corporate,5733361731,6549102577,5291026269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Expand Energy Corporation,SPS1675972149,4010492,845467AR0,EXPENE 5.375 02/01/2029 FIX USD Corporate,"4,892,732,175.00000","5,450,510,749.00000","4,438,113,583.00000","4,888,424,562.00000",1157760360,"1,489,342,752.00000","4,219,999,791.00000","4,449,692,895.00000","2,981,462,815.00000","3,914,336,656.00000","4,032,813,279.00000","3,870,805,644.00000","6,208,239,109.00000","4,230,698,861.00000","4,018,331,268.00000","3,714,536,590.00000","1,201,498,470.00000","1,409,879,600.00000","4,418,549,108.00000","4,554,831,340.00000","3,668,422,529.00000","2,428,009,174.00000",885398513,3215062379,3132836229,4058264875,721930014,3642825942,3402312673,4070877262,777680665,0,0,0,0
Extra Space Storage LP,SPS1681216404,4383065,30225VAG2,EXTRSPA 2.35 03/15/2032 FIX USD Corporate,"26,537,892,307.00000","24,669,021,317.00000","21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000","20,119,041,324.00000","4,828,708,660.00000","7,246,091,026.00000","17,976,215,074.00000","16,166,338,488.00000","14,776,129,175.00000",0.00000,"4,773,248,847.00000","14,319,777,643.00000","13,061,832,144.00000","1,548,033,056.00000","3,700,783,712.00000","13,101,225,789.00000","11,881,365,163.00000","14,550,104,331.00000","1,812,557,562.00000","13,835,337,188.00000",0,0,0
Extra Space Storage LP,SPS633114752,4383065,30225VA#4,EXTRSPA 10/09/2029 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Realty OP LP,SPS14035725,101479324,313747AF4,FEDEREA 7.48 08/15/2026 FIX USD Corporate,26537892307,24669021317,21569992205,27453232855,5289091364,7090799561,20239996706,22717392657,11032017280,21740891086,19274913096,17628824735,24722210831,20491657430,18485728958,20119041324,4828708660,7246091026,17976215074,16166338488,14776129175,0,4773248847,14319777643,13061832144,1548033056,3700783712,13101225789,11881365163,14550104331,1812557562,13835337188,10869803079,13244333701,2129132049
"First Industrial, L.P.",SPS419359504,4064354,32055RA@6,FR-1stIndLP 04/20/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Maryland Capital II,SPS31507976,4049746,U32109AA5,AIB-FstMlndCap2 2.999 02/01/2027 FLT USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Holdings LLC,SPS14168084,4171731,345277AE7,FORDHOL 9.3 03/01/2030 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Ford Motor Company,SPS14009291,113873,345370BH2,F 9.95 02/15/2032 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,2788559750,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Ford Motor Company,SPS14009295,113873,345370BM1,F 7.75 06/15/2043 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Ford Motor Company,SPS14035502,113873,345370BP4,F 7.5 08/01/2026 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Ford Motor Company,SPS14037654,113873,345370BR0,F 7.4 11/01/2046 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Ford Motor Company,SPS14043002,113873,345370BS8,F 7.7 05/15/2097 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Ford Motor Company,SPS14052708,113873,345370BT6,F 6.625 02/15/2028 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Ford Motor Company,SPS14086369,113873,345370BV1,F 8.9 01/15/2032 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Ford Motor Company,SPS14087329,113873,345370BW9,F 9.98 02/15/2047 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
Freedom Mortgage Corporation,SPS1848270539,4105802,U31333AG9,FREEMOR 6.625 01/15/2027 FIX USD Corporate RegS,"26,537,892,307.00000","24,669,021,317.00000","21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000","20,119,041,324.00000","4,828,708,660.00000","7,246,091,026.00000","17,976,215,074.00000","16,166,338,488.00000","14,776,129,175.00000",0.00000,4773248847,14319777643,0,0,0,0,0,0,0,0,0,0,0
GE HealthCare Technologies Inc.,SPS1814830566,108009705,36267VAL7,GEHEAL 6.377 11/22/2052 FIX USD Corporate 144A,"5,540,554,500.00000","7,212,241,253.00000","8,444,925,091.00000","4,412,953,129.00000","1,782,568,100.00000","3,149,772,425.00000","5,311,274,158.00000","5,588,319,064.00000","2,940,923,100.00000","4,679,961,185.00000","4,389,985,851.00000","4,496,493,098.00000","5,765,097,405.00000","5,282,878,200.00000","5,366,433,581.00000","3,942,326,000.00000","1,176,961,437.00000","2,264,059,680.00000","7,165,446,815.00000","4,352,203,131.00000","4,600,798,000.00000",0.00000,"1,318,227,670.00000","3,354,576,350.00000","3,222,769,000.00000","4,796,677,500.00000","822,566,600.00000",0,0,0,0,0,0,0,0
"Global Medical Response, Inc.",SPS1878968083,4581397,U3163BAB5,GMEDIC 10/31/2028 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,"2,940,923,100.00000","4,679,961,185.00000","4,389,985,851.00000","4,496,493,098.00000","5,765,097,405.00000","5,282,878,200.00000","5,366,433,581.00000","3,942,326,000.00000","1,176,961,437.00000","2,264,059,680.00000","7,165,446,815.00000","4,352,203,131.00000","4,600,798,000.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Payments Inc.,SPS1758571575,4090258,37940XAH5,GLP 2.9 11/15/2031 FIX USD Corporate,"5,853,022,173.00000","7,609,743,668.00000","5,206,867,735.00000","6,014,122,889.00000","1,201,534,206.00000","1,867,145,188.00000","6,520,266,659.00000","5,397,345,105.00000","2,849,311,930.00000","5,019,326,511.00000","5,287,409,536.00000","5,019,696,263.00000","7,076,690,974.00000","5,660,312,417.00000","5,350,248,426.00000","4,702,536,810.00000","1,385,362,505.00000","2,005,117,395.00000","5,675,036,086.00000","4,261,636,421.00000","4,567,301,384.00000","3,391,360,537.00000","1,272,077,696.00000","3,749,641,919.00000","3,131,973,985.00000","3,605,254,602.00000","1,044,228,957.00000","3,444,640,269.00000","3,396,319,997.00000","3,845,113,976.00000","829,991,921.00000",0,0,0,0
Goldman Sachs Private Credit Corp.,SPS1983634252,107538728,U3826RAH6,GOLDSAHG 02/23/2028 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldman Sachs Private Credit Corp.,SPS1994091751,107538728,38152BAR2,GOLDSAHG 06/16/2031 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golub Capital Private Credit Fund,SPS1953804350,110706143,38179RAF2,GOLUCAHC 5.45 08/15/2028 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS Finance Corp.,SPS1885561763,4207623,40058FDE0,GSFI 09/30/2064 FLT USD Corporate,0,0,0,0,0,0,0,0,"11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000","20,119,041,324.00000","4,828,708,660.00000","7,246,091,026.00000","17,976,215,074.00000","16,166,338,488.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS Finance Corp.,SPS1885563461,4207623,40058FUG6,GSFI 11/29/2039 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halliburton Company,SPS14176439,4010641,406216AS0,HAL 7.6 08/15/2096 FIX USD Corporate 144A,4892732175,5450510749,4438113583,4888424562,1157760360,1489342752,4219999791,4449692895,2981462815,3914336656,4032813279,3870805644,6208239109,4230698861,4018331268,3714536590,1201498470,1409879600,4418549108,4554831340,3668422529,0,885398513,3215062379,3132836229,4058264875,721930014,3642825942,3402312673,4070877262,777680665,3602425840,3760922064,4989904136,923162000
"Hasbro, Inc.",SPS14058449,4095387,418056AH0,HAS 6.6 07/15/2028 FIX USD Corporate,4491193164,4972638442,3507957011,3304103453,1227819394,1259414525,4070813860,3989790398,2984910600,4930037693,3604586940,3977871100,4988890914,4373085390,4070532417,2915920135,1085284606,1121416278,4215216213,3338433416,2680707776,0,880799000,3008552423,2256561325,3575673850,798744500,3374532500,2516773000,3804103000,528761910,2884978500,2718881000,4480605000,634434631
"Healthcare Realty Holdings, L.P.",SPS1792655508,4345132,42225UAQ7,HEALREA 3.625 01/15/2028 FIX USD Corporate,"26,537,892,307.00000","24,669,021,317.00000","21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000","20,119,041,324.00000","4,828,708,660.00000","7,246,091,026.00000","17,976,215,074.00000","16,166,338,488.00000","14,776,129,175.00000",0.00000,"4,773,248,847.00000","14,319,777,643.00000","13,061,832,144.00000","1,548,033,056.00000",0,0,0,0,0,0,0,0,0
"Healthcare Realty Holdings, L.P.",SPS635849717,4345132,42225UAG9,HEALREA 3.1 02/15/2030 FIX USD Corporate,"26,537,892,307.00000","24,669,021,317.00000","21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000","20,119,041,324.00000","4,828,708,660.00000","7,246,091,026.00000","17,976,215,074.00000","16,166,338,488.00000","14,776,129,175.00000","14,210,416,599.00000","4,773,248,847.00000","14,319,777,643.00000","13,061,832,144.00000","1,548,033,056.00000","3,700,783,712.00000","13,101,225,789.00000","11,881,365,163.00000","14,550,104,331.00000","1,812,557,562.00000","13,835,337,188.00000","10,869,803,079.00000","13,244,333,701.00000","2,129,132,049.00000"
Historic TW Inc.,SPS14028273,4004176,887315AZ2,TW-HistTWInc 8.3 01/15/2036 VAR USD Corporate,2771395169,2560618816,2739020219,4173674528,968687914,1377386893,2099042407,2231037884,1396463839,2241978047,1861314228,1788109490,2251095627,2172221504,2043262863,1329870281,884149275,750993359,1914673284,1871852136,1654718259,1668160469,856670506,1914529216,1403864725,1929884750,538927140,2039922041,1903136367,2656583506,448902738,2063560185,1932490316,3443721178,1068322853
Historic TW Inc.,SPS14056627,4004176,887315BM0,TW-HistTWInc 6.95 01/15/2028 FIX USD Corporate,6975619403,9155186877,6082801487,5944676396,1371118953,2262587514,6211912820,5859919460,2817296395,6029124233,5125792698,5245723531,7085289040,6133273778,5723180122,4785188918,1678145851,2228916272,5271098599,5992680178,5128268535,0,1526258521,4424568433,3694137155,5070738800,1548261000,5033278501,4868641407,6732622224,757231206,5534942504,4736439180,5990453586,876565002
Historic TW Inc.,SPS14063043,4004176,887315BN8,TW-HistTWInc 6.625 05/15/2029 FIX USD Corporate,6975619403,9155186877,6082801487,5944676396,1371118953,2262587514,6211912820,5859919460,2817296395,6029124233,5125792698,5245723531,7085289040,6133273778,5723180122,4785188918,1678145851,2228916272,5271098599,5992680178,5128268535,0,1526258521,4424568433,3694137155,5070738800,1548261000,5033278501,4868641407,6732622224,757231206,5534942504,4736439180,5990453586,876565002
Howard Hughes Holdings Inc.,SPS701331969,4265772,U44255AF1,THEHOW 4.375 02/01/2031 FIX USD Corporate RegS,"26,537,892,307.00000","24,669,021,317.00000","21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000","20,119,041,324.00000","4,828,708,660.00000","7,246,091,026.00000","17,976,215,074.00000","16,166,338,488.00000","14,776,129,175.00000",0.00000,4773248847,14319777643,13061832144,1548033056,3700783712,13101225789,11881365163,14550104331,1812557562,13835337188,10869803079,13244333701,0
HP Inc.,SPS1785965139,105223,40434LAN5,HPINCAA 5.5 01/15/2033 FIX USD Corporate,"12,355,606,748.00000","8,233,315,345.00000","9,012,818,571.00000","7,010,440,825.00000","2,029,705,477.00000","4,112,328,654.00000","12,624,694,457.00000","7,223,909,498.00000","3,268,736,100.00000","5,128,041,013.00000","5,713,822,469.00000","5,023,407,213.00000","6,277,981,843.00000","5,361,569,513.00000","5,185,430,214.00000","4,857,134,013.00000","1,465,880,752.00000","1,494,092,523.00000","5,256,984,375.00000","5,239,764,006.00000","3,176,694,142.00000",0.00000,"1,203,927,000.00000","3,308,428,066.00000","2,815,656,450.00000","4,107,029,902.00000","775,465,060.00000","3,361,905,500.00000","2,931,607,500.00000",0,0,0,0,0,0
HPS Corporate Lending Fund,SPS1959590668,29558536,40440VAR6,HPSCOR FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPS Corporate Lending Fund,SPS1999752877,29558536,40440VBF1,HPSCOR FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iHeartCommunications, Inc.",SPS1912350935,4095086,U45057AP8,IHEAINC 7.0 01/15/2031 FIX USD Corporate RegS,"6,975,619,403.00000","9,155,186,877.00000","6,082,801,487.00000","5,944,676,396.00000","1,371,118,953.00000","2,262,587,514.00000","6,211,912,820.00000","5,859,919,460.00000","2,817,296,395.00000","6,029,124,233.00000","5,125,792,698.00000","5,245,723,531.00000","7,085,289,040.00000","6,133,273,778.00000","5,723,180,122.00000","4,785,188,918.00000","1,678,145,851.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indiana Bell Telephone Company, Incorporated",SPS32213435,4057194,454614AL2,INDIBEL 7.3 08/15/2026 FIX USD Corporate,2771395169,2560618816,2739020219,4173674528,968687914,1377386893,2099042407,2231037884,1396463839,2241978047,1861314228,1788109490,2251095627,2172221504,2043262863,1329870281,884149275,750993359,1914673284,1871852136,1654718259,0,856670506,1914529216,1403864725,1929884750,538927140,2039922041,1903136367,2656583506,448902738,2063560185,1932490316,3443721178,1068322853
"Indiana Gas Company, Inc.",SPS14044868,4057125,45475QAH6,VVC-InGaCo 6.68 07/07/2027 FIX USD Corporate,5733361731,6549102577,5291026269,5158066366,1176141346,1816923954,5050807612,6062998997,2494224656,4255528452,4736501735,3424462312,5820489183,5093050639,4458966675,4617637381,1176974326,1238716619,3969219379,4376238747,4144260874,0,750029646,0,0,0,0,0,2729033681,3001934062,707317963,2322748716,3518245781,3416220733,443286706
"Indiana Gas Company, Inc.",SPS14077444,4057125,45475QAR4,VVC-InGaCo 7.08 10/05/2029 FIX USD Corporate,5733361731,6549102577,5291026269,5158066366,1176141346,1816923954,5050807612,6062998997,2494224656,4255528452,4736501735,3424462312,5820489183,5093050639,4458966675,4617637381,1176974326,1238716619,3969219379,4376238747,4144260874,2685250437,750029646,0,0,0,0,0,2729033681,3001934062,707317963,2322748716,3518245781,3416220733,443286706
Invitation Homes Operating Partnership LP,SPS1686799318,4887375,46188BAC6,INVIHOAC 2.7 01/15/2034 FIX USD Corporate,"26,537,892,307.00000","24,669,021,317.00000","21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000","20,119,041,324.00000","4,828,708,660.00000","7,246,091,026.00000","17,976,215,074.00000","16,166,338,488.00000","14,776,129,175.00000","14,210,416,599.00000","4,773,248,847.00000","14,319,777,643.00000","13,061,832,144.00000","1,548,033,056.00000","3,700,783,712.00000","13,101,225,789.00000","11,881,365,163.00000","14,550,104,331.00000","1,812,557,562.00000",0,0,0,0
ITC Holdings Corp.,SPS1838044034,4099990,U4501WAL6,ITCHC 09/22/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229423972,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS14559250,103464,472319AC6,JEFFIN 6.25 01/15/2036 FIX USD Corporate,26537892307,24669021317,21569992205,27453232855,5289091364,7090799561,20239996706,22717392657,11032017280,21740891086,19274913096,17628824735,24722210831,20491657430,18485728958,20119041324,4828708660,7246091026,17976215074,16166338488,14776129175,0,4773248847,14319777643,13061832144,1548033056,3700783712,13101225789,11881365163,14550104331,1812557562,13835337188,10869803079,13244333701,2129132049
Jefferies Financial Group Inc.,SPS1891126746,103464,47233WGV5,JEFFIN 08/31/2036 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1893490168,103464,47233WHA0,JEFFIN 6.0 09/16/2036 FIX USD Corporate,26537892307,24669021317,"21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000","20,119,041,324.00000","4,828,708,660.00000","7,246,091,026.00000","17,976,215,074.00000","16,166,338,488.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1903319909,103464,47233WHJ1,JEFFIN 6.0 11/22/2039 FIX USD Corporate,"26,537,892,307.00000","24,669,021,317.00000","21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000","18,485,728,958.00000",20119041324,4828708660,7246091026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1935137954,103464,47233WJK6,JEFFIN 6.5 03/31/2045 FIX USD Corporate,"26,537,892,307.00000","24,669,021,317.00000","21,569,992,205.00000","27,453,232,855.00000","5,289,091,364.00000","7,090,799,561.00000","20,239,996,706.00000","22,717,392,657.00000","11,032,017,280.00000","21,740,891,086.00000","19,274,913,096.00000","17,628,824,735.00000","24,722,210,831.00000","20,491,657,430.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1948280473,103464,47233WKB4,JEFFIN 6.05 06/30/2035 FIX USD Corporate,26537892307,24669021317,21569992205,27453232855,5289091364,7090799561,20239996706,22717392657,11032017280,21740891086,19274913096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1955668501,103464,47233WKK4,JEFFIN 5.85 08/08/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1962725703,103464,47233WKT5,JEFFIN 10/20/2045 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
