Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID
,,,,,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price
,,,,,04/30/2026,03/31/2026,02/27/2026,01/30/2026,12/31/2025,11/28/2025,10/31/2025,09/30/2025,08/29/2025,07/31/2025,06/30/2025,05/30/2025,04/30/2025,03/31/2025,02/28/2025,01/31/2025,12/31/2024,11/29/2024,10/31/2024,09/30/2024,06/28/2024,03/29/2024,12/29/2023,09/29/2023,06/30/2023,03/31/2023,12/30/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
RTX Corporation,SPS669021932,4001600,U7532YAK0,RAYTHTE 11/15/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX Corporation,SPS669021933,4001600,U7532YAL8,GLBL REGS NT 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX Corporation,SPS669021934,4001600,U7532YAM6,RTXCOR 7.0 04/15/2038 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTX Corporation,SPS669021935,4001600,U7532YAN4,GLBL REGS NT 46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sabine Pass Liquefaction, LLC",SPS1815101577,4368513,U77888AN2,SABIPAS 09/15/2037 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.11953,147.83613,132.72831,152.22860,138.38296,136.23655,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sabine Pass Liquefaction, LLC",SPS1815101683,4368513,785592AY2,SABIPAS 09/15/2037 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.11953,147.83613,132.72831,152.22860,138.38296,136.23655,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sabine Pass Liquefaction, LLC",SPS1849002116,4368513,785592AZ9,SABIPAS 5.9 09/15/2037 FIX USD Corporate,103.60541,103.06867,113.97497,108.24144,117.78379,121.72352,135.19316,134.40928,131.44703,112.97206,134.32592,161.54592,197.68917,149.91769,144.90205,148.89013,151.12114,147.84061,132.73306,152.23438,138.38693,136.24108,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Flags Entertainment Corporation,SPS622854468,4121677,150190AD8,CEDAR 5.25 07/15/2029 FIX USD Corporate,273.53387,311.66561,324.24328,299.91762,391.34492,412.72029,292.03045,277.06277,277.19738,235.82537,231.75931,229.29001,311.99487,300.16225,217.42663,197.34666,210.52896,209.40884,226.64306,232.16363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS112583104,4009083,842400FQ1,EIX-SouCalEd 4.5 09/01/2040 FIX USD Corporate,179.74456,188.40522,181.01431,167.41947,168.47058,170.79593,174.83199,173.99164,174.90238,189.12117,220.95935,234.68883,238.35535,199.58197,184.17212,190.03141,151.80849,149.46612,155.24219,161.83576,181.13642,164.13419,155.01122,167.98126,183.25065,196.94766,196.84788,233.91721,226.41559,193.25423,171.07826,174.01605,172.85649,156.13239,184.38724
Southern California Edison Company,SPS14151148,4009083,842400ES8,EIX-SouCalEd 6.0 01/15/2034 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS14157728,4009083,842400EV1,EIX-SouCalEd 5.75 04/01/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS14172129,4009083,842400EZ2,EIX-SouCalEd 5.55 01/15/2036 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS14179241,4009083,842400FA6,EIX-SouCalEd 5.35 07/15/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS143212055,4009083,842400FT5,EIX-SouCalEd 3.9 12/01/2041 FIX USD Corporate,201.17163,200.82097,184.29617,176.79067,187.51157,203.27680,203.58253,208.50868,211.21022,220.79364,232.16069,247.34421,266.40429,223.19236,204.02783,197.01500,180.13176,183.52765,177.47843,182.16795,190.86977,179.10744,160.06063,191.84228,202.31026,218.81958,232.98447,265.96386,251.67702,212.23447,183.38101,183.96923,196.16628,165.30496,214.91997
Southern California Edison Company,SPS1763903340,4009083,842400HM8,EIX-SouCalEd 2.75 02/01/2032 FIX USD Corporate,114.83063,119.85175,116.02616,106.81888,124.14951,138.25841,137.99199,146.16883,148.11600,148.93289,168.86732,185.28641,186.40786,159.96656,159.12183,158.46797,111.52368,108.38624,114.58341,118.09289,124.83035,123.64682,95.38214,121.16702,122.42596,119.58835,115.87269,165.42525,167.67287,122.70965,0,0,0,0,0
Southern California Edison Company,SPS1763903341,4009083,842400HN6,EIX-SouCalEd 3.45 02/01/2052 FIX USD Corporate,189.82374,192.85628,190.96013,172.51681,177.52032,184.95947,188.99395,195.34552,198.18054,206.18382,232.86912,235.16105,242.26251,214.50302,202.89203,198.41373,177.96428,170.34450,176.59115,178.28038,191.94076,178.60654,158.11616,176.77229,179.41557,184.07453,177.98984,224.19285,212.91927,170.20110,0,0,0,0,0
Southern California Edison Company,SPS177843184,4009083,842400FV0,EIX-SouCalEd 4.05 03/15/2042 FIX USD Corporate,200.07212,208.25725,196.72824,180.27499,189.54460,191.77740,192.83628,198.31881,202.22345,206.90338,243.74159,249.12553,250.08131,214.78726,196.19478,194.24055,167.53416,164.59559,172.21398,177.35459,186.44097,163.46329,158.48701,174.59931,194.23311,196.20784,197.50066,262.60384,231.66098,192.43725,169.37714,182.61817,186.65404,159.32514,183.91051
Southern California Edison Company,SPS1783883637,4009083,842400HQ9,EIX-SouCalEd 4.7 06/01/2027 FIX USD Corporate,62.06231,73.07274,55.91000,61.47268,68.31267,78.58258,86.26654,88.08233,81.39206,80.82765,90.53491,107.97111,105.99145,104.82867,102.57860,121.67740,54.80412,51.96321,67.03537,68.90680,81.10277,77.43131,0,80.28492,0,75.37523,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1783883638,4009083,842400HR7,EIX-SouCalEd 5.45 06/01/2052 FIX USD Corporate,211.37645,217.37445,211.59750,193.33612,201.61181,204.57248,203.71831,215.67083,217.13011,234.54870,253.42030,259.18393,262.67498,230.80103,212.19493,217.82910,182.50099,174.70346,180.68121,185.93242,202.17638,183.75421,167.05586,183.29982,200.25222,201.89424,207.37796,261.30427,252.83361,0,0,0,0,0,0
Southern California Edison Company,SPS1814214976,4009083,842400HT3,EIX-SouCalEd 5.95 11/01/2032 FIX USD Corporate,126.14749,129.70850,125.76763,116.13340,125.30843,137.19877,142.82981,146.35514,149.85373,156.64611,187.41296,185.58606,205.83496,172.28884,163.72284,161.60030,114.19840,112.60882,120.21128,124.21778,137.71992,124.29576,104.33798,131.05501,132.07109,128.63808,122.18754,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1814214977,4009083,842400HS5,EIX-SouCalEd 5.85 11/01/2027 FIX USD Corporate,68.95322,74.87824,65.79878,63.64012,78.84331,89.53517,95.52515,97.94799,86.80260,96.78539,110.96424,110.24667,142.95641,107.47878,104.28566,123.13127,63.20510,56.17442,69.70065,68.94478,82.89105,73.79313,0,93.95908,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1827629925,4009083,842400HU0,EIX-SouCalEd 5.3 03/01/2028 FIX USD Corporate,77.76743,76.85705,73.51511,64.90947,82.58624,96.09123,94.62445,105.26199,89.08974,106.73951,126.26379,115.81601,138.06051,111.95006,110.67665,116.82059,76.84397,63.45579,79.59222,79.94507,92.21556,74.49408,64.48248,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1827629926,4009083,842400HV8,EIX-SouCalEd 5.7 03/01/2053 FIX USD Corporate,211.46331,210.86733,211.73702,192.09189,202.90193,208.54530,208.47840,216.31579,217.20364,235.13911,251.07592,255.91676,263.53107,228.96430,218.27681,221.64580,184.17199,174.43370,183.81967,187.30636,199.38303,189.65089,162.09397,186.63565,203.83393,202.12941,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1838048845,4009083,842400HW6,EIX-SouCalEd 4.9 06/01/2026 FIX USD Corporate,0,114.81515,10.86126,39.38381,19.40623,-34.24392,23.75802,74.40296,12.94780,49.70641,74.80453,71.90163,71.68884,73.32964,76.62085,96.42930,55.41199,45.98024,43.53259,57.76526,66.18278,58.39078,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1838048846,4009083,842400HX4,EIX-SouCalEd 5.875 12/01/2053 FIX USD Corporate,208.27998,210.42777,209.73669,192.55926,197.75172,202.73246,204.57491,213.27424,214.90308,230.77120,258.16375,258.41945,262.13032,227.08508,216.77899,219.48157,186.58303,176.06556,185.08964,184.95045,202.66252,190.90769,165.48887,189.72711,208.45469,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1867801573,4009083,842400HZ9,EIX-SouCalEd 5.2 06/01/2034 FIX USD Corporate,145.85669,149.89036,147.52616,138.61385,136.31021,149.08640,153.69449,163.58177,163.53700,160.80677,192.73863,191.61759,213.53006,172.15131,161.18503,165.26439,121.23454,124.26916,132.22662,132.43870,150.96184,141.69339,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1867801574,4009083,842400JA2,EIX-SouCalEd 4.875 02/01/2027 FIX USD Corporate,46.32006,73.26650,37.44455,41.44349,67.75117,69.93870,70.17268,73.61471,58.04848,76.53188,72.36028,89.34775,110.60807,82.59207,90.89251,118.42724,53.59292,42.85679,59.41823,72.75252,66.72501,61.63505,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1872828499,4009083,842400JC8,EIX-SouCalEd 5.15 06/01/2029 FIX USD Corporate,98.65117,103.23185,93.35464,89.34942,103.06696,119.12934,115.68176,121.36251,113.64043,121.01168,133.79265,132.28377,147.75535,127.58106,112.87255,131.89455,89.63290,84.17296,86.95729,89.32086,100.51384,99.07171,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1872828501,4009083,842400JD6,EIX-SouCalEd 5.75 04/15/2054 FIX USD Corporate,213.17609,212.68891,210.33196,192.09658,201.08973,206.00861,208.20027,219.85435,214.90868,228.53190,256.43720,255.88404,270.16932,227.26624,217.25078,217.35353,181.98993,174.97132,185.23226,185.65362,202.72941,189.72914,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1880363871,4009083,842400JE4,EIX-SouCalEd 5.45 06/01/2031 FIX USD Corporate,112.31223,122.41405,112.16598,108.72988,115.19728,131.55835,130.52703,136.24050,131.30184,136.34592,157.22967,158.89849,173.23667,148.10894,134.64151,139.60373,106.71718,104.20724,116.02625,97.45568,125.17037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1893299773,4009083,842400JF1,EIX-SouCalEd 4.4 09/06/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1915273746,4009083,842400JG9,EIX-SouCalEd 5.45 03/01/2035 FIX USD Corporate,152.35895,152.69321,153.44275,143.71556,145.83819,152.84451,158.28183,161.40198,165.44387,163.94766,196.65031,195.29435,214.88637,173.47751,165.44844,166.62404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1915273747,4009083,842400JH7,EIX-SouCalEd 5.9 03/01/2055 FIX USD Corporate,208.87267,207.41601,209.05572,190.84947,195.45375,202.12928,203.36970,213.81372,215.42288,223.34341,256.95374,255.66933,267.00241,226.87236,213.02065,211.97852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1934881041,4009083,842400JJ3,EIX-SouCalEd 5.25 03/15/2030 FIX USD Corporate,103.74581,116.43344,104.67630,99.42414,106.81099,118.70819,120.93574,130.92227,127.39947,138.75920,152.21925,145.49612,163.68501,138.83754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1934881042,4009083,842400JK0,EIX-SouCalEd 6.2 09/15/2055 FIX USD Corporate,209.68021,208.20878,207.34097,191.36239,195.55412,199.48600,205.56713,215.27212,214.03610,221.64555,254.56103,257.25828,267.36621,232.21794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1985742619,4009083,842400JL8,EIX-SouCalEd 4.8 03/15/2033 FIX USD Corporate,131.31702,132.89549,130.00374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS1998907781,4009083,842400JM6,EIX-SouCalEd 4.95 09/15/2031 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS231601759,4009083,842400FW8,EIX-SouCalEd 3.9 03/15/2043 FIX USD Corporate,201.81284,205.76176,198.48082,186.34366,191.30329,195.21467,191.32944,196.86572,198.19048,211.97427,239.26941,241.62177,252.16566,217.44562,195.85019,196.27497,163.37826,162.44912,172.12052,176.57956,186.82988,170.09280,164.22230,174.33857,185.22926,190.81529,198.91002,244.81005,232.50448,194.54172,170.12167,174.36669,185.83189,161.53201,179.63966
Southern California Edison Company,SPS247431684,4009083,842400FZ1,EIX-SouCalEd 4.65 10/01/2043 FIX USD Corporate,197.54970,202.43051,199.56747,181.70976,185.79171,190.86604,195.66943,202.61841,202.21239,216.95979,244.03773,245.12195,255.03122,215.85866,197.64071,199.48239,165.51948,156.85536,167.59523,170.09850,188.53774,171.98558,155.13538,173.24032,188.39740,190.50731,193.89639,246.41398,227.78919,199.84719,174.52318,182.01732,191.69011,162.11715,189.85428
Southern California Edison Company,SPS25628949,4009083,842400FC2,EIX-SouCalEd 5.625 02/01/2036 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS281965523,4009083,842400GE7,EIX-SouCalEd 3.6 02/01/2045 FIX USD Corporate,199.55782,204.60062,197.79851,185.31398,187.65011,193.01003,191.59014,196.35167,196.87209,213.49091,238.63379,241.05503,249.72611,211.61702,191.88581,194.37865,165.16826,164.00399,176.31786,177.15239,187.70920,176.99202,157.02520,174.96789,199.97215,211.73559,214.51913,261.34674,239.99595,189.95549,159.30659,171.53182,187.92187,156.91803,168.94325
Southern California Edison Company,SPS30510143,4009083,842400FF5,EIX-SouCalEd 5.55 01/15/2037 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS32224676,4009083,842400EW9,EIX-SouCalEd 5.75 04/01/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS32224677,4009083,842400FE8,EIX-SouCalEd 5.625 02/01/2036 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS32224678,4009083,842400FG3,EIX-SouCalEd 5.55 01/15/2037 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS40123953,4009083,842400FH1,EIX-SouCalEd 5.95 02/01/2038 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS424152027,4009083,842400GG2,EIX-SouCalEd 4.0 04/01/2047 FIX USD Corporate,198.37788,199.62560,194.84672,181.35374,187.09632,190.74372,194.17210,202.51184,202.32807,214.74921,238.59553,240.84909,252.48477,215.22991,199.20968,202.46588,171.40878,165.30692,176.73138,175.55029,192.84609,177.71180,160.31574,173.21127,184.27447,189.65056,190.61360,246.79399,227.90405,185.49232,161.09229,176.02334,194.70506,166.30343,170.38417
Southern California Edison Company,SPS54125736,4009083,842400FL2,EIX-SouCalEd 6.05 03/15/2039 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern California Edison Company,SPS554457255,4009083,842400GJ6,EIX-SouCalEd 3.65 03/01/2028 FIX USD Corporate,82.54541,85.35769,72.77790,66.46973,85.10612,92.24814,88.60034,99.04282,87.27532,102.09364,125.75299,122.06765,127.04151,115.83482,107.81149,126.24998,77.45506,66.16297,83.91778,87.81625,94.80497,78.49448,82.97241,89.12852,94.63665,114.15022,121.02497,144.14919,162.27264,110.36243,79.94710,94.65897,84.47805,104.41135,108.90478
Southern California Edison Company,SPS554457256,4009083,842400GK3,EIX-SouCalEd 4.125 03/01/2048 FIX USD Corporate,199.23753,202.38688,194.22058,179.22110,188.51151,190.89270,193.67199,200.88003,199.83350,205.49952,240.79625,245.27313,252.38557,216.66051,201.03247,203.81828,174.59734,166.69408,173.67458,179.02664,195.18266,176.21150,152.15321,175.26029,183.46196,195.16954,189.79671,248.32214,233.12754,187.55326,162.92159,176.92086,197.51592,167.85357,171.86177
Southern California Edison Company,SPS606122901,4009083,842400GQ0,EIX-SouCalEd 4.2 03/01/2029 FIX USD Corporate,101.23780,97.96832,90.21542,86.63156,102.50509,105.93983,112.03449,117.56991,113.67942,120.60300,133.46643,132.00595,146.56275,127.66820,120.71978,131.54494,90.47605,83.66496,86.78755,91.27623,109.90393,95.07842,83.13272,99.65196,107.80457,118.05614,110.95125,151.04022,175.40172,105.90724,88.43090,99.71778,106.71488,105.62248,107.98874
Southern California Edison Company,SPS606122902,4009083,842400GR8,EIX-SouCalEd 4.875 03/01/2049 FIX USD Corporate,201.44053,209.85623,204.85093,188.71771,196.85995,197.78605,200.77359,207.67385,208.80397,221.71525,252.05068,253.09479,260.51791,225.14207,210.19282,211.61678,172.54601,165.13974,171.99639,176.55637,197.82797,185.11898,167.50124,182.18190,192.70941,199.82512,204.88933,253.57559,246.06589,203.30499,176.43839,191.53518,204.05024,175.40590,180.93007
Southern California Edison Company,SPS631713038,4009083,842400GS6,EIX-SouCalEd 2.85 08/01/2029 FIX USD Corporate,99.36113,107.41678,93.39210,92.29488,102.79822,118.54009,111.17443,124.00057,112.67178,122.72035,141.30069,135.84078,155.75085,125.42849,121.26254,131.36155,93.03869,87.13984,86.94110,91.52420,104.69498,92.08860,82.20820,96.79200,113.90012,118.28692,125.56640,153.64186,165.19903,115.12051,82.94749,92.80895,101.66181,95.41336,90.91484
Southern California Edison Company,SPS650140239,4009083,842400GT4,EIX-SouCalEd 3.65 02/01/2050 FIX USD Corporate,193.03980,195.80102,191.82778,177.38086,181.06619,190.52112,191.57023,198.94742,195.80925,202.13172,234.41777,236.25667,243.94017,212.71249,200.48358,198.33696,173.24509,167.37309,172.71570,178.85466,195.46775,177.63289,154.73610,170.99255,178.89844,187.40483,190.12280,241.96298,224.80392,171.01337,151.67172,169.59489,189.86442,157.60783,159.30759
Southern California Edison Company,SPS657381181,4009083,842400GU1,EIX-SouCalEd 2.25 06/01/2030 FIX USD Corporate,106.18453,110.58554,107.24019,102.26939,110.01836,122.04772,118.33457,130.63366,124.40296,136.28211,156.40755,149.34884,157.92003,136.14791,126.41304,130.57205,97.01806,91.65987,99.63848,103.65615,120.25388,110.91952,99.05832,125.98051,107.39562,119.76194,114.21882,165.57388,161.88633,116.53783,84.10087,90.79051,103.93865,95.32558,89.50137
Southern California Edison Company,SPS700276747,4009083,842400GY3,EIX-SouCalEd 2.95 02/01/2051 FIX USD Corporate,186.04886,186.09956,184.57465,165.99672,170.74402,175.19478,184.36016,190.08516,178.63545,205.89492,219.39156,225.47942,235.62707,202.07129,189.70428,190.15193,162.80121,159.83899,168.73292,169.80409,187.16430,173.21991,145.39965,162.53378,174.12962,179.24095,183.36209,225.22870,207.52296,169.96202,142.71029,156.90583,169.28788,144.29217,0
Southern California Edison Company,SPS717991856,4009083,842400HF3,EIX-SouCalEd 3.65 06/01/2051 FIX USD Corporate,187.33090,191.64537,199.96690,181.92431,187.12175,190.49289,192.80467,200.10750,197.21138,220.31822,232.29460,240.83050,240.48946,212.47895,204.18509,201.53304,175.92485,172.00554,178.90924,186.51580,195.14039,182.76755,166.56591,177.83371,182.49579,186.06620,188.60460,226.58339,209.93349,174.97237,147.87766,167.58066,187.71877,0,0
Southern California Edison Company,SPS99254812,4009083,842400FP3,EIX-SouCalEd 5.5 03/15/2040 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southwest Gas Corporation,SPS14043803,4041957,84489PAC2,SWX 7.92 06/04/2027 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Southwest Gas Holdings, Inc.",SPS14035364,4884928,844895AL6,SWX 8.0 08/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Southwest Gas Holdings, Inc.",SPS14076651,4884928,844895AM4,SWX 8.0 08/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Symetra Financial Corporation,SPS1876609132,4092016,U79664AC9,SYMEFIN 5.8677 04/03/2032 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"System Energy Resources, Inc.",SPS1911496458,4056971,871911AV5,ETR-SysEnRes 5.3 12/15/2034 FIX USD Corporate,139.73613,151.71801,149.97657,132.16521,135.87770,146.11590,148.42954,153.77488,166.13136,167.11374,173.72305,168.11102,183.71442,161.39665,147.28510,140.80076,141.79304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talcott Resolution Life, Inc.",SPS14043960,109080,416592AC7,TALCORE 7.65 06/15/2027 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tampa Electric Company,SPS630376931,3010781,875127BG6,TE-TampaElec 3.625 06/15/2050 FIX USD Corporate,155.83909,160.99644,157.98845,145.07180,144.33243,154.51850,153.93562,159.01753,168.89245,167.93561,179.91062,184.99856,194.48061,177.57764,168.08921,161.46651,170.30917,171.04935,178.71824,175.78348,184.38845,180.07195,157.17947,167.96768,181.02125,186.32458,193.77453,193.72156,185.25545,150.88778,121.09032,122.90859,123.00895,121.04265,124.94451
"Tenaska Georgia Partners, L.P.",SPS14087539,4063355,88031JAB2,TENGEO 9.5 02/01/2030 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tenaska Georgia Partners, L.P.",SPS31498691,4063355,U88020AA7,TENGEO 02/01/2030 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tennessee Gas Pipeline Company, L.L.C.",SPS14041043,4057165,880451AS8,TENNGAS 7.0 03/15/2027 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tennessee Gas Pipeline Company, L.L.C.",SPS14041045,4057165,880451AU3,TENNGAS 7.625 04/01/2037 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tennessee Gas Pipeline Company, L.L.C.",SPS14061277,4057165,880451AV1,TENNGAS 7.0 10/15/2028 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Texas Gas Transmission, LLC",SPS14044702,4057167,882440AN0,BRDPLP-TGT 7.25 07/15/2027 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Allstate Corporation,SPS26465134,103247,020002AT8,ALL 5.95 04/01/2036 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
