Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid,Z - Spread - Mid
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID,SPT_Z_SPREAD_MID
,,,,,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price
,,,,,04/30/2026,03/31/2026,02/27/2026,01/30/2026,12/31/2025,11/28/2025,10/31/2025,09/30/2025,08/29/2025,07/31/2025,06/30/2025,05/30/2025,04/30/2025,03/31/2025,02/28/2025,01/31/2025,12/31/2024,11/29/2024,10/31/2024,09/30/2024,06/28/2024,03/29/2024,12/29/2023,09/29/2023,06/30/2023,03/31/2023,12/30/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
"Duke Energy Florida, LLC",SPS32210158,4056998,341099BW8,DUKEENAA 6.75 02/01/2028 FIX USD Corporate,18.16954,18.43112,18.34382,16.20318,20.25823,63.22871,61.91418,75.29819,73.52367,56.26944,68.94836,62.40981,93.67251,52.69258,35.74479,51.82453,54.23233,43.61055,54.88335,50.31650,74.14859,67.47316,103.80820,144.41295,83.51601,125.41006,192.69766,138.42373,134.47635,106.59993,104.88008,111.83833,104.78519,112.18796,124.50978
"Duke Energy Indiana, LLC",SPS14551614,4062444,693627AY7,DUKEENAB 6.12 10/15/2035 FIX USD Corporate,100.86121,110.01247,104.24244,89.05236,93.50458,100.08151,96.41652,99.36228,105.86782,117.81639,131.85856,124.24308,146.87107,116.99343,104.68314,99.17467,115.41802,105.40219,123.09195,109.58517,120.40782,126.28340,146.33654,155.72932,168.73898,171.82787,195.68364,188.90256,211.96677,199.21035,140.10908,136.76850,132.61852,144.48938,157.08375
"Duke Energy Kentucky, Inc.",SPS26281773,4057103,906888AS1,DEK 6.2 03/10/2036 FIX USD Corporate 144A,115.80239,122.14262,115.69613,100.33309,103.23136,113.33248,114.37362,113.33586,123.93602,132.52373,136.03190,136.01073,163.44738,145.26215,129.51347,141.26300,138.70477,139.92269,150.81647,153.85799,164.17074,162.80780,181.49891,166.69872,190.87620,220.08053,196.60505,229.32732,227.11148,190.88149,157.38637,164.75587,169.30524,193.93364,238.31606
"Duke Energy Ohio, Inc.",SPS14057038,4057079,172070CG7,DUKENO 6.35 06/15/2038 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duke Energy Ohio, Inc.",SPS14139774,4057079,172070CP7,DUKENO 5.4 06/15/2033 FIX USD Corporate,90.11952,90.22374,93.26844,74.88296,79.50034,87.09872,93.76297,95.32220,102.51978,124.54997,115.90725,134.38156,133.02282,112.39909,98.21020,98.87801,103.38187,99.11868,104.65623,106.73769,112.70973,110.15498,129.96451,139.05278,150.95320,193.09158,200.88390,198.50053,220.78687,179.41814,142.14762,134.24816,149.79748,152.41604,177.28727
"Duke Energy Ohio, Inc.",SPS14139775,4057079,172070CQ5,DUKENO 5.375 06/15/2033 FIX USD Corporate,111.77674,114.51548,102.60342,104.89616,85.84489,110.41682,84.73512,96.53585,113.23759,106.39365,106.81764,103.12951,109.82452,85.33774,94.87577,92.66223,106.54797,109.00447,116.63304,135.93580,131.77733,120.66870,153.37464,157.04496,191.73927,190.64618,188.66786,214.00909,204.03434,169.63314,129.77722,139.17142,149.34832,129.63317,188.64595
El Paso LLC,SPS227398570,4010586,U53248AP2,KINDERM 7.42 02/15/2037 FIX USD Corporate RegS,133.51783,134.53811,137.46140,123.42770,124.89660,156.25504,161.98320,143.23903,143.99238,161.40807,190.54034,177.50766,203.60479,184.05174,186.42097,180.49921,201.87329,198.70114,254.37451,246.85263,253.94466,196.20257,236.69836,287.84953,305.88636,315.03386,0,0,0,0,0,0,0,0,0
El Paso LLC,SPS28714186,4010586,28336LBG3,KINDERM 7.42 02/15/2037 FIX USD Corporate 144A,133.51783,134.53811,137.46140,123.42770,124.89660,156.25504,161.98320,143.23903,143.99238,161.40807,190.54034,177.50766,203.60479,184.05174,186.42097,180.49921,201.87329,198.70114,254.37451,246.85263,253.94466,196.20257,236.69836,287.84953,305.88636,315.03386,296.42081,360.47299,339.71435,269.22214,272.95335,262.29686,298.81000,279.89666,270.65223
El Paso LLC,SPS28714188,4010586,28336LBA6,KINDERM 02/15/2027 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.44033,147.56871,181.99951,175.41561,168.52492,170.58370,185.39974,179.44292,165.80601,184.33591,194.93735,127.93598,139.60024,137.45866,147.85585,189.84633,211.14392,206.73981,304.98304
El Paso LLC,SPS28969902,4010586,28336LBB4,ELPASAL 6.7 02/15/2027 FIX USD Corporate,65.16422,57.32024,80.50016,122.46108,58.22894,96.09578,70.94692,159.90248,156.73628,159.49524,103.50698,105.10958,84.58515,81.04226,79.40382,80.52788,158.44033,147.56871,181.99951,175.41561,168.52492,170.58370,185.39974,179.44292,165.80601,184.33591,194.93735,113.35944,124.95426,122.75756,99.91674,128.56099,207.83688,181.16965,304.98304
El Paso LLC,SPS28969935,4010586,28336LBH1,KINDERM 7.42 02/15/2037 FIX USD Corporate,133.51783,134.53811,137.46140,123.42770,124.89660,156.25504,161.98320,143.23903,143.99238,161.40807,190.54034,177.50766,203.60479,184.05174,186.42097,180.49921,201.87329,198.70114,254.37451,246.85263,253.94466,196.20257,236.69836,287.84953,305.88636,315.03386,296.42081,360.47299,339.71435,269.22214,272.95335,262.29686,298.81000,279.89666,270.65223
El Paso LLC,SPS64358763,4010586,U53248AL1,KINDERM 02/15/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.14571,90.33403,102.97275,233.23126,161.54560,160.63550,178.16887,172.23247,158.58925,156.94095,167.56463,168.45125,180.30829,178.31996,174.81021,173.41470,0,0,0
"El Paso Natural Gas Company, L.L.C.",SPS14037911,4057159,283695BE3,ELPASBB 7.5 11/15/2026 FIX USD Corporate,24.79092,20.64967,9.28825,18.40952,27.90597,16.18650,31.50977,43.00685,51.46832,47.15768,47.86245,51.86412,89.27295,93.27108,73.22500,66.84393,47.28887,63.67679,89.05227,54.39709,76.43664,70.39594,149.06397,108.26984,102.28982,153.13888,142.53507,152.14794,164.24106,80.76646,115.23839,109.69637,89.12979,140.93653,182.02653
EPR Properties,SPS410248966,113645,26884UA@8,EPRPRO 4.56 08/22/2026 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQT Corporation,SPS14035183,4004341,294549AE0,ETABL 7.75 07/15/2026 FIX USD Corporate,125.48230,86.13710,8.65959,56.20495,-16.99414,-34.04443,14.23386,44.89648,47.73499,23.41268,95.81012,116.83655,137.88497,28.61930,29.07604,56.71286,23.39064,83.81977,119.81015,131.84153,97.05020,97.26369,119.16659,137.89591,215.07472,221.49399,214.37632,220.66897,245.40002,176.13234,166.52096,210.25160,302.84444,358.56541,433.54603
Equifax Inc.,SPS14057890,4040823,294429AC9,EFX 6.9 07/01/2028 FIX USD Corporate,82.99154,75.42373,82.15577,54.25800,73.13687,74.15376,59.96887,73.56404,93.16516,88.21906,70.83614,65.25215,115.89553,66.94491,70.81859,102.70130,111.79917,114.08860,123.61596,104.75920,86.07614,96.97241,105.39142,133.27097,167.51347,165.19022,167.27146,221.10416,205.81314,142.33093,94.33982,103.70135,141.61286,176.25960,197.56070
Exelon Corporation,SPS1972368330,4057056,30161NBU4,EXC 3.25 03/15/2029 FIX USD Corporate,39.55949,40.98780,43.29578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Expand Energy Corporation,SPS1675972149,4010492,845467AR0,EXPENE 5.375 02/01/2029 FIX USD Corporate,134.34604,144.61070,176.22179,162.92430,165.18973,166.04363,164.32566,160.33021,162.08046,140.19162,160.00894,143.57330,181.28666,140.23833,129.75636,118.29576,138.71888,134.65931,161.34504,184.19867,163.28959,164.40638,199.93237,240.65136,231.08891,284.55625,310.66986,301.79033,360.05623,259.95697,282.67110,0,0,0,0
Extra Space Storage LP,SPS1681216404,4383065,30225VAG2,EXTRSPA 2.35 03/15/2032 FIX USD Corporate,94.50446,112.94445,98.77998,80.61287,81.63964,96.16234,95.67506,94.78893,111.35844,102.59717,118.13950,127.36202,150.33652,115.79014,102.37129,98.85983,106.28476,104.40954,119.08962,125.74654,131.52148,129.38845,130.37915,156.62866,156.22351,180.07101,187.57922,209.62579,195.22306,142.35099,106.74471,103.93359,0,0,0
Extra Space Storage LP,SPS633114752,4383065,30225VA#4,EXTRSPA 10/09/2029 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Realty OP LP,SPS14035725,101479324,313747AF4,FEDEREA 7.48 08/15/2026 FIX USD Corporate,54.25811,55.10464,58.03175,12.63593,53.19178,68.38336,69.78903,73.24720,75.11781,79.35778,96.94319,109.77998,153.58754,93.38322,94.06694,86.10040,87.42455,81.01288,92.21030,86.51429,102.41549,114.79213,146.18222,75.26206,144.63598,143.35935,183.12741,188.62564,203.99452,160.65801,130.33668,123.51186,137.79070,122.67045,176.18425
"First Industrial, L.P.",SPS419359504,4064354,32055RA@6,FR-1stIndLP 04/20/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Maryland Capital II,SPS31507976,4049746,U32109AA5,AIB-FstMlndCap2 2.999 02/01/2027 FLT USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Holdings LLC,SPS14168084,4171731,345277AE7,FORDHOL 9.3 03/01/2030 FIX USD Corporate,160.95258,189.56602,147.30332,165.05082,182.21618,205.18811,188.54645,179.91422,196.02551,207.56252,209.73839,225.25539,291.63593,205.47916,207.11580,173.50027,177.68838,170.85220,186.59598,184.84540,174.96487,183.74630,273.53927,271.42128,266.69337,274.63453,311.89247,309.62369,407.07206,300.43259,219.03139,275.97826,297.91908,327.78820,431.51928
Ford Motor Company,SPS14009291,113873,345370BH2,F 9.95 02/15/2032 FIX USD Corporate,175.85634,202.75935,139.30623,166.96490,186.21853,218.36214,187.54092,198.80528,161.38222,216.89404,235.06577,256.65960,264.84003,233.66375,176.99038,221.29584,214.15431,247.80323,247.51030,240.24892,227.01330,327.53166,262.23948,205.63271,276.16558,460.96786,429.43458,308.91826,399.68677,206.24070,287.29269,351.46219,394.96377,370.34103,454.67631
Ford Motor Company,SPS14009295,113873,345370BM1,F 7.75 06/15/2043 FIX USD Corporate,269.36346,272.87359,256.38034,233.26191,239.13436,256.25921,252.98745,265.07162,295.07692,296.14922,300.35880,297.92231,323.11844,269.93043,261.97678,232.68586,252.51681,251.41293,234.98001,271.16270,228.15466,225.87507,305.23057,275.92890,349.96816,363.29322,387.25768,412.27166,406.80564,369.52030,315.04651,365.16621,395.21068,374.42815,471.89421
Ford Motor Company,SPS14035502,113873,345370BP4,F 7.5 08/01/2026 FIX USD Corporate,134.82727,78.63035,99.24171,56.22256,95.66199,91.04714,59.98319,129.16458,54.12978,140.22739,146.88044,151.28764,146.37974,91.04961,127.81698,99.11438,106.11334,77.60975,91.42397,104.82812,67.80441,93.39541,179.57115,140.07657,57.51091,183.43179,199.65264,176.07698,286.99605,162.55085,168.86413,204.51948,229.78549,282.86506,356.05627
Ford Motor Company,SPS14037654,113873,345370BR0,F 7.4 11/01/2046 FIX USD Corporate,253.76358,278.12278,239.90569,218.29463,223.62787,241.83704,234.13907,239.04092,262.14794,261.25229,287.57250,279.65084,326.55465,296.65873,274.10583,236.67690,242.42264,234.09970,267.71687,273.13774,238.89531,242.82804,274.36134,272.32091,332.08315,364.33157,370.39699,436.93556,444.24151,362.98325,302.87224,321.22726,343.61271,342.05864,451.15304
Ford Motor Company,SPS14043002,113873,345370BS8,F 7.7 05/15/2097 FIX USD Corporate,308.89734,331.94699,318.69095,287.47386,302.53166,309.05335,315.38327,311.55496,321.07387,321.69710,335.23028,330.94244,378.28449,353.28822,350.34796,323.64520,326.79345,321.06304,327.21194,335.44599,318.56481,318.20109,341.10552,349.32114,411.00999,447.97606,415.04461,454.14357,462.97465,445.28761,389.49702,405.72557,434.52668,432.06435,542.74413
Ford Motor Company,SPS14052708,113873,345370BT6,F 6.625 02/15/2028 FIX USD Corporate,87.55827,74.28496,78.48023,59.18878,100.67924,92.08497,114.38375,133.00053,53.27063,84.64533,122.79566,143.24529,163.26373,107.85718,66.19943,40.70277,98.91324,67.61551,109.72351,114.61961,111.32809,114.49392,176.60967,186.26616,205.28141,235.26237,271.68874,302.92668,325.24515,266.66595,175.70493,209.99066,270.98369,330.47204,383.99138
Ford Motor Company,SPS14086369,113873,345370BV1,F 8.9 01/15/2032 FIX USD Corporate,161.90766,178.37224,168.55784,167.52366,176.19461,168.23103,174.09598,183.77586,201.59682,213.38667,223.08460,231.04868,256.54111,211.15494,207.45096,198.72349,191.69127,182.28038,202.89862,229.47481,184.82340,202.10492,232.63284,232.28029,277.96631,319.70535,322.05863,340.29368,373.93683,294.13976,225.07257,291.82725,318.63627,315.33937,379.15713
Ford Motor Company,SPS14087329,113873,345370BW9,F 9.98 02/15/2047 FIX USD Corporate,296.17309,292.39641,295.84167,269.66420,277.29556,312.90678,309.18225,291.87491,306.00512,300.91524,324.74505,317.64984,365.58528,335.21459,311.36088,252.15129,260.60246,259.96127,267.25718,291.45038,268.73100,297.07447,327.40337,313.41494,369.29479,411.18714,370.97061,383.21113,483.87663,428.48140,354.17791,368.81438,419.40790,412.96523,507.08951
Freedom Mortgage Corporation,SPS1848270539,4105802,U31333AG9,FREEMOR 6.625 01/15/2027 FIX USD Corporate RegS,233.91546,253.84085,271.71779,280.48307,237.26723,252.69661,238.20097,254.70694,231.01858,227.73614,238.82607,246.27098,321.60609,272.52220,245.31027,204.99922,222.77115,227.70483,284.12498,273.23123,322.33074,306.26316,420.39790,586.08987,0,0,0,0,0,0,0,0,0,0,0
GE HealthCare Technologies Inc.,SPS1814830566,108009705,36267VAL7,GEHEAL 6.377 11/22/2052 FIX USD Corporate 144A,148.57443,148.18902,146.40423,126.60468,124.35819,134.10648,139.05032,136.70062,149.44051,143.55201,157.08368,159.37313,187.56913,160.09830,147.30305,142.61119,150.58925,145.11368,152.56247,152.07003,162.81006,144.23179,154.55355,180.44491,192.93535,216.52732,219.32180,0,0,0,0,0,0,0,0
"Global Medical Response, Inc.",SPS1878968083,4581397,U3163BAB5,GMEDIC 10/31/2028 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,606.74249,595.12635,603.28411,571.25607,608.73602,579.15347,557.92266,530.89866,529.43684,546.30601,562.41949,602.97154,593.82358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Payments Inc.,SPS1758571575,4090258,37940XAH5,GLP 2.9 11/15/2031 FIX USD Corporate,135.72971,148.68962,131.17203,106.90285,110.90624,130.59889,125.60150,111.77177,113.39937,120.68234,121.72543,128.36539,152.45864,111.09573,99.16026,94.77160,108.51457,104.29936,115.43425,125.05266,131.54353,127.73155,133.22079,163.95817,173.19701,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0,0,0
Goldman Sachs Private Credit Corp.,SPS1983634252,107538728,U3826RAH6,GOLDSAHG 02/23/2028 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldman Sachs Private Credit Corp.,SPS1994091751,107538728,38152BAR2,GOLDSAHG 06/16/2031 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golub Capital Private Credit Fund,SPS1953804350,110706143,38179RAF2,GOLUCAHC 5.45 08/15/2028 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS Finance Corp.,SPS1885561763,4207623,40058FDE0,GSFI 09/30/2064 FLT USD Corporate,0,0,0,0,0,0,0,0,-11.04705,-10.81674,-10.67676,-10.90773,-10.45926,-10.41003,-10.58356,-10.70473,-10.56803,-10.17175,-10.10417,-9.79636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS Finance Corp.,SPS1885563461,4207623,40058FUG6,GSFI 11/29/2039 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halliburton Company,SPS14176439,4010641,406216AS0,HAL 7.6 08/15/2096 FIX USD Corporate 144A,237.01133,234.92854,228.00995,220.10603,222.76682,211.89069,228.36590,238.42624,244.27312,250.06372,253.40595,269.19922,265.78377,255.68017,255.83290,271.97630,277.14433,271.54981,301.00843,296.38547,276.58458,287.17968,278.49084,329.47080,367.13226,391.92185,442.77463,455.90631,459.14915,409.13776,386.14888,388.32259,415.64134,454.64509,503.59950
"Hasbro, Inc.",SPS14058449,4095387,418056AH0,HAS 6.6 07/15/2028 FIX USD Corporate,66.09056,82.21234,59.98926,53.11128,47.40836,49.65882,62.79837,45.99941,48.02929,51.28301,74.01662,82.45383,106.26946,76.97121,89.61897,69.33949,76.00790,82.14647,98.02851,92.77531,95.75380,99.35501,130.09298,142.44155,169.63564,194.91379,225.33870,221.59562,195.41001,179.05761,119.10351,139.88151,143.07831,222.52705,220.37583
"Healthcare Realty Holdings, L.P.",SPS1792655508,4345132,42225UAQ7,HEALREA 3.625 01/15/2028 FIX USD Corporate,61.15923,78.22464,52.57886,48.48679,67.27003,63.13701,74.55111,147.31156,151.81053,77.96656,83.78490,149.03895,116.27205,103.86046,94.63095,94.76690,100.07453,117.17628,133.45125,135.56832,141.77801,148.45481,164.54286,174.58123,198.30167,0.00000,0,0,0,0,0,0,0,0,0
"Healthcare Realty Holdings, L.P.",SPS635849717,4345132,42225UAG9,HEALREA 3.1 02/15/2030 FIX USD Corporate,78.61067,85.43103,75.55622,72.50492,73.71587,85.77923,83.72076,90.28628,95.42480,97.01567,107.40744,118.65198,134.05502,104.66230,100.14239,100.44402,104.11036,105.71491,119.92483,124.15449,139.85757,143.79874,164.94744,163.38903,165.81827,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Historic TW Inc.,SPS14028273,4004176,887315AZ2,TW-HistTWInc 8.3 01/15/2036 VAR USD Corporate,225.34895,225.41919,223.14283,193.99188,220.11769,276.93644,349.95038,255.37319,259.20537,138.63559,64.19253,274.51717,293.48191,262.29944,259.63294,267.73814,294.28540,305.11787,320.94568,309.67347,338.61479,261.64897,333.13648,332.15293,351.08078,257.79927,263.19353,254.33656,211.14828,295.19064,351.71266,342.80591,339.85834,330.62899,330.56616
Historic TW Inc.,SPS14056627,4004176,887315BM0,TW-HistTWInc 6.95 01/15/2028 FIX USD Corporate,299.67453,318.54490,272.87257,306.24014,195.70821,334.09498,302.38955,297.20209,284.57618,378.84636,367.47176,106.41645,162.76403,165.91537,166.24497,137.93443,165.87166,138.98659,158.04176,166.42640,187.60137,135.67421,162.30793,166.28906,224.70570,211.81388,218.50825,216.74401,223.22676,150.92820,113.80839,129.49593,200.14881,188.07099,214.42353
Historic TW Inc.,SPS14063043,4004176,887315BN8,TW-HistTWInc 6.625 05/15/2029 FIX USD Corporate,316.95279,325.85047,317.68277,321.84443,287.75063,324.02011,306.14683,284.54917,360.71784,278.60096,350.45342,179.94018,184.42123,173.80582,168.99036,170.36878,176.68422,170.81098,178.36239,171.56321,209.42120,209.69088,228.12903,221.25773,238.89262,223.34257,230.81080,182.18349,201.56047,143.09602,131.65662,181.05359,180.72774,187.54818,231.80402
Howard Hughes Holdings Inc.,SPS701331969,4265772,U44255AF1,THEHOW 4.375 02/01/2031 FIX USD Corporate RegS,186.14629,241.39867,194.27376,169.35420,165.01075,169.53129,189.71915,197.34000,212.57035,210.57051,218.47266,233.97991,296.49776,261.31461,249.56672,212.86869,195.10084,194.19805,225.36670,228.94713,260.53425,252.61403,267.63243,388.28110,387.06009,392.91356,359.82084,516.95757,543.49028,274.57848,257.54442,282.04330,299.19290,289.08435,0
HP Inc.,SPS1785965139,105223,40434LAN5,HPINCAA 5.5 01/15/2033 FIX USD Corporate,106.12364,123.95840,134.17624,112.53511,102.89764,111.26354,112.84723,108.44813,123.39325,119.19001,128.87490,146.40747,173.93574,122.91595,106.50505,96.28800,98.03806,103.37047,109.31657,109.18944,109.25818,108.55705,129.19582,173.95850,176.38616,0.00000,0.00000,0.00000,0.00000,0,0,0,0,0,0
HPS Corporate Lending Fund,SPS1959590668,29558536,40440VAR6,HPSCOR FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPS Corporate Lending Fund,SPS1999752877,29558536,40440VBF1,HPSCOR FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iHeartCommunications, Inc.",SPS1912350935,4095086,U45057AP8,IHEAINC 7.0 01/15/2031 FIX USD Corporate RegS,466.14280,937.01489,993.71207,798.64686,774.28343,805.03302,834.25481,859.82942,934.14273,916.52130,963.99379,948.24413,"1,139.04418","1,028.39438",885.10198,785.96275,873.27148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indiana Bell Telephone Company, Incorporated",SPS32213435,4057194,454614AL2,INDIBEL 7.3 08/15/2026 FIX USD Corporate,26.16492,-4.22584,36.80887,52.42407,37.62768,58.03793,-11.60842,59.70531,-9.93390,61.84742,89.27204,41.76277,84.13272,102.18402,55.46482,74.34035,66.26671,79.34661,88.61656,147.10840,93.87407,113.36297,119.06782,92.46606,125.25513,101.75148,118.21657,104.24443,114.31517,124.40265,128.29087,88.22565,185.07830,184.75829,186.01418
"Indiana Gas Company, Inc.",SPS14044868,4057125,45475QAH6,VVC-InGaCo 6.68 07/07/2027 FIX USD Corporate,54.50364,67.74283,60.94670,55.29645,62.86710,63.74628,63.67294,71.21029,75.32724,77.65356,82.28577,94.75796,127.32267,84.78127,82.83030,78.14628,87.98762,67.82579,79.72377,100.95563,186.41916,169.72410,172.79108,0,0,0,0,0,0,0,0,0,0,0,0
"Indiana Gas Company, Inc.",SPS14077444,4057125,45475QAR4,VVC-InGaCo 7.08 10/05/2029 FIX USD Corporate,26.30951,61.08802,73.41405,61.05811,89.18578,95.95238,79.98000,107.26806,87.24343,93.90139,101.41754,106.02063,142.12663,82.38980,78.01004,78.15003,85.16595,87.78477,97.94916,106.89579,112.06811,122.88677,174.75452,0,0,0,0,0,0,0,0,0,0,0,0
Invitation Homes Operating Partnership LP,SPS1686799318,4887375,46188BAC6,INVIHOAC 2.7 01/15/2034 FIX USD Corporate,113.20311,127.24490,122.09567,100.68622,91.40338,103.30734,100.96943,104.95996,119.43787,119.19526,130.05438,135.56532,151.59424,133.83061,118.73181,113.51392,116.90371,116.19297,124.31145,125.51148,131.77851,123.52586,147.34589,167.77404,188.96570,207.58288,218.49874,243.22277,226.92726,164.95456,120.91298,0,0,0,0
ITC Holdings Corp.,SPS1838044034,4099990,U4501WAL6,ITCHC 09/22/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.39316,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS14559250,103464,472319AC6,JEFFIN 6.25 01/15/2036 FIX USD Corporate,170.24097,187.05588,179.60216,141.74681,134.96497,149.20711,155.39572,142.36377,155.15706,159.52625,172.36651,177.59178,217.14169,185.12737,161.93128,148.57560,147.86850,145.64550,161.55088,155.29830,184.46777,162.97920,180.87541,181.36332,207.88244,238.04468,224.58265,309.71434,317.52624,207.00896,161.40977,158.72868,173.49725,173.77198,228.89241
Jefferies Financial Group Inc.,SPS1891126746,103464,47233WGV5,JEFFIN 08/31/2036 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1893490168,103464,47233WHA0,JEFFIN 6.0 09/16/2036 FIX USD Corporate,224.98399,227.15221,223.88261,188.20499,217.62747,224.55827,211.02837,197.27861,209.14648,205.76193,238.18085,191.64275,230.50556,186.20104,202.86557,187.64659,156.04462,191.26484,204.46020,221.64282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1903319909,103464,47233WHJ1,JEFFIN 6.0 11/22/2039 FIX USD Corporate,215.80292,209.67043,197.94247,200.16663,191.94366,204.88327,171.98139,152.71367,227.74778,230.05307,240.45452,206.24353,295.90941,209.10545,225.29443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
