Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL
,,,,,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT
Boston Gas Company,SPS1848226543,4057111,U0568KAE6,KSE-BOGC 6.119 07/20/2053 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,,,,
Boston Properties Limited Partnership,SPS706230363,4064347,10112RBE3,BPLP 2.55 04/01/2032 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,
"Brighthouse Financial, Inc.",SPS434448530,6588911,10922NAB9,BRIGFIN 3.7 06/22/2027 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
"Brighthouse Holdings, LLC",SPS434813760,6592953,U6226CAA3,PERP -A REGS NT,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
Cars.com Inc.,SPS693089646,4206401,14575EAB1,CARSINC 6.375 11/01/2028 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B,B
CenterPoint Energy Resources Corp.,SPS117893209,4057141,15189WAF7,CNP-EnRes 01/15/2041 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CenterPoint Energy Resources Corp.,SPS118410020,4057141,U14088AC9,CNP-EnRes 01/15/2041 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
"CenterPoint Energy, Inc.",SPS632958506,4074390,15189TAX5,CNP 2.95 03/01/2030 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"CenterPoint Energy, Inc.",SPS632958507,4074390,15189TAY3,CNP 3.7 09/01/2049 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"Charter Communications Operating, LLC",SPS1774063860,4137131,161175CJ1,CHTR-Operating 4.4 04/01/2033 FIX USD Corporate,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,,,,,
"Charter Communications Operating, LLC",SPS1774063862,4137131,161175CL6,CHTR-Operating 5.5 04/01/2063 FIX USD Corporate,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,,,,,
"Charter Communications Operating, LLC",SPS306470299,4137131,U16109AJ6,CCOSA 10/23/2055 FIX USD Corporate RegS,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
"Cheniere Energy Partners, L.P.",SPS636308389,4149886,16411QAF8,CHENENE 4.5 10/01/2029 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BB+,BB+,BB+,BB,BB,BB,BB,BB
"Cheniere Energy, Inc.",SPS1987606379,4100855,16411RAS8,CEIC 07/30/2056 FIX USD Corporate,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheniere Energy, Inc.",SPS1987606550,4100855,16411RAR0,CEIC 07/30/2036 FIX USD Corporate,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Churchill Downs Incorporated,SPS546426348,4150067,171484AF5,CHDOI 4.75 01/15/2028 FIX USD Corporate,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Cincinnati Financial Corporation,SPS14056539,103262,172062AC5,CINF 6.9 05/15/2028 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Cincinnati Financial Corporation,SPS14177198,103262,172062AF8,CINF 6.92 05/15/2028 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Cincinnati Financial Corporation,SPS64353105,103262,U17150AA8,CINF 6.125 11/01/2034 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Citigroup Inc.,SPS165288847,4041896,1730T3BB8,C 4.0 05/16/2036 VAR USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Citigroup Inc.,SPS1764851411,4041896,17327CAQ6,C 3.057 01/25/2033 FLT USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,
Citigroup Inc.,SPS1774231253,4041896,172967NN7,C 3.785 03/17/2033 FLT USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,
Citigroup Inc.,SPS1783829058,4041896,172967NU1,C 4.91 05/24/2033 FLT USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,
Citigroup Inc.,SPS1814836101,4041896,172967PA3,C 6.27 11/17/2033 FLT USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,
Citigroup Inc.,SPS1940002399,4041896,17292GMQ5,C 05/29/2046 FIX USD Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citigroup Inc.,SPS1955139175,4041896,U17408NC2,C 5.3 08/05/2036 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citigroup Inc.,SPS1956598824,4041896,172967QE4,C 6.0 08/28/2045 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,
Citigroup Inc.,SPS660463768,4041896,172967MP3,C 4.412 03/31/2031 FLT USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Citigroup Inc.,SPS712751877,4041896,17290AHK9,C 6.0 06/16/2045 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,,,,,,,,,,,,,,,,
CNX Resources Corporation,SPS604712397,4072680,12653CAD0,CNXRES 03/14/2027 FIX USD Corporate,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB-,BB-,BB-,BB-,BB-
CNX Resources Corporation,SPS604712400,4072680,12653CAE8,CNXRES 7.25 03/15/2027 FIX USD Corporate,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB-,BB-,BB-,BB-,BB-
Colonial Gas Company,SPS182566197,4057114,195674J@6,KSE-BOGC 03/15/2042 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,A-
"Colorado Interstate Gas Company, L.L.C.",SPS14044297,4057158,196522AE6,COLOINT 6.85 06/15/2037 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
Connecticut Natural Gas Corporation,SPS14548092,4059402,20765QAH8,EAS-CTNatGas 5.63 09/15/2035 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,A,A,A,A,A,A,A,A,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-
Connecticut Natural Gas Corporation,SPS37846246,4059402,20765QAK1,EAS-CTNatGas 6.66 10/15/2037 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,A,A,A,A,A,A,A,A,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-
"Continental Resources, Inc.",SPS263811432,4120318,212015AQ4,CONRES 4.9 06/01/2044 FIX USD Corporate,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BB+,BB+,BB+,BB+,BB+,BB+
"Corebridge Financial, Inc.",SPS1776484759,102701,U20256AF7,COREFIN 4.4 04/05/2052 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,
"Corebridge Financial, Inc.",SPS1776484760,102701,21871XAL3,COREFIN 4.4 04/05/2052 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,
"Corebridge Financial, Inc.",SPS1776484761,102701,U20256AE0,COREFIN 4.35 04/05/2042 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,
"Corebridge Financial, Inc.",SPS1776486439,102701,21871XAJ8,COREFIN 4.35 04/05/2042 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,
"Cox Communications, Inc.",SPS14052038,4024830,872241AB0,COX-CommInc 6.53 02/01/2028 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
CSX Corporation,SPS100451023,4004350,126408GR8,CSX 04/30/2040 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS104608495,4004350,U12640AL9,CSX 6.22 04/30/2040 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS14042856,4004350,126408AU7,CSX 7.95 05/01/2027 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS14042858,4004350,126408BB8,CSX 6.95 05/01/2027 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS14042859,4004350,126408BF9,CSX 8.3 05/01/2032 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS14050104,4004350,126408BM4,CSX 7.95 05/01/2027 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS1792811561,4004350,126408HV8,CSX 4.5 11/15/2052 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,
CSX Corporation,SPS241269697,4004350,126408BP7,CSX 7.25 05/01/2027 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS32203759,4004350,126408BC6,CSX 6.95 05/01/2027 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS32203760,4004350,126408BE2,CSX 05/01/2027 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS64206363,4004350,126408BG7,CSX 8.3 05/01/2032 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
CSX Corporation,SPS64219206,4004350,126408AY9,CSX 7.95 05/01/2027 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
"Delhaize America, Inc.",SPS14096250,4054848,246688AB1,DELHIZ 9.0 04/15/2031 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"Delhaize America, Inc.",SPS14109516,4054848,246688AF2,DELHIZ 9.0 04/15/2031 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"Delhaize America, Inc.",SPS64348525,4054848,U24627AB4,DELHIZ 9.0 04/15/2031 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
Dell Inc.,SPS14552207,4047867,247025AE9,DELLN 7.1 04/15/2028 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB-,BB-,BB-
Dell Inc.,SPS45117130,4047867,U24715AC5,DELLN 04/15/2038 FIX USD Corporate RegS,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB-,BB-,BB-
Discover Financial Services,SPS308170823,4096334,25472CBR9,DSF 4.0 03/15/2029 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
"Discovery Communications, LLC",SPS1948595357,4200085,25470DBU2,DSCOML 5.3 05/15/2049 FIX USD Corporate,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,
"Discovery Global Holdings, Inc.",SPS1948595592,29181597,55903VBW2,DISCGLO 5.05 03/15/2042 FIX USD Corporate,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,
"Dominion Energy, Inc.",SPS14037268,4001616,209615BQ5,DOMINEN 6.875 10/15/2026 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
