SPGTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D
,,,,,04/30/2026,03/31/2026,02/27/2026,01/30/2026,12/31/2025,11/28/2025,10/31/2025,09/30/2025,08/29/2025,07/31/2025,06/30/2025,05/30/2025,04/30/2025,03/31/2025,02/28/2025,01/31/2025,12/31/2024,11/29/2024,10/31/2024,09/30/2024,06/28/2024,03/29/2024,12/29/2023,09/29/2023,06/30/2023,03/31/2023,12/30/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
EQT Corporation,SPS14035183,4004341,294549AE0,ETABL 7.75 07/15/2026 FIX USD Corporate,577391000,491662000,562669000,515468000,538625000,611852000,663035000,536942000,662410000,977842000,1517977000,1925597000,1759748100,428465000,514650000,374086000,510810000,603345000,598856000,560266000,587839000,0,480878700,444451000,315002000,333997000,259084000,472047000,401139000,777447000,317877000,419942000,420970000,496588400,335420000
Equifax Inc.,SPS14057890,4040823,294429AC9,EFX 6.9 07/01/2028 FIX USD Corporate,236985000,319275000,268499500,173268500,201220500,199970000,296292000,209298000,197394000,216283500,292400500,280316000,266321000,322662000,308786000,259668000,277786000,241110000,417777000,355047000,199535000,0,480578000,227172000,395837000,225021000,222814000,419644000,267480000,190363000,198402000,432674000,150412000,205018000,203095000
Exelon Corporation,SPS1972368330,4057056,30161NBU4,EXC 3.25 03/15/2029 FIX USD Corporate,1590203000,2039527000,1605180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Expand Energy Corporation,SPS1675972149,4010492,845467AR0,EXPENE 5.375 02/01/2029 FIX USD Corporate,"415,166,000.00000","561,004,000.00000","583,130,000.00000","284,334,000.00000",482555000,"442,091,000.00000","651,005,000.00000","570,081,000.00000","664,020,000.00000","800,241,000.00000","855,434,000.00000","812,030,000.00000","519,028,000.00000","485,337,000.00000","389,131,730.00000","282,436,730.00000","346,897,400.00000","756,328,600.00000","561,694,400.00000","216,957,000.00000","156,616,000.00000","194,550,000.00000",188727166,268001000,319255000,375312000,289712400,285528000,360870600,380829000,523632000,0,0,0,0
Extra Space Storage LP,SPS1681216404,4383065,30225VAG2,EXTRSPA 2.35 03/15/2032 FIX USD Corporate,"641,159,000.00000","678,881,000.00000","573,688,000.00000","531,041,000.00000","462,268,000.00000","650,243,000.00000","632,203,000.00000","815,952,998.00000","717,368,000.00000","670,408,000.00000","574,114,000.00000","639,422,000.00000","684,351,000.00000","539,082,000.00000","479,191,500.00000","399,189,000.00000","341,968,000.00000","346,403,000.00000","534,035,000.00000","574,022,000.00000","328,191,000.00000",0.00000,"534,493,000.00000","242,694,000.00000","290,385,000.00000","217,004,000.00000","126,893,000.00000","45,318,000.00000","58,441,000.00000","148,164,000.00000","38,137,000.00000","155,867,000.00000",0,0,0
Extra Space Storage LP,SPS633114752,4383065,30225VA#4,EXTRSPA 10/09/2029 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Realty OP LP,SPS14035725,101479324,313747AF4,FEDEREA 7.48 08/15/2026 FIX USD Corporate,109072000,185944000,127343000,73871000,191888000,148715000,142822000,108020000,93498000,228026000,181349000,195771000,238821000,393387000,363907000,179434000,185477000,140687000,144600000,257947000,200025000,0,148964000,117350000,150915000,93966000,135644000,127379000,91855000,90831000,78327000,94725000,214077000,151874000,128835000
"First Industrial, L.P.",SPS419359504,4064354,32055RA@6,FR-1stIndLP 04/20/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Maryland Capital II,SPS31507976,4049746,U32109AA5,AIB-FstMlndCap2 2.999 02/01/2027 FLT USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Holdings LLC,SPS14168084,4171731,345277AE7,FORDHOL 9.3 03/01/2030 FIX USD Corporate,14554600,18437200,16769800,15341800,12985000,16544000,18489100,22882500,14838000,16652500,20533000,18026000,19223000,22404000,16902000,12435000,15454000,11781000,11109000,18775000,16866000,0,62026000,11485000,8385000,8540000,9599000,11386000,14872500,8950000,12801000,16786000,17180000,23020000,12257000
Ford Motor Company,SPS14009291,113873,345370BH2,F 9.95 02/15/2032 FIX USD Corporate,397821000,689674600,585997600,525322300,383542800,664377600,708329000,521045500,436518200,652494900,509828500,553582768,681374000,661659500,592328000,524020000,382203000,530050000,799257500,684340000,547799000,623565000,512610000,775204000,610911000,652831000,579903000,537633475,609766000,882179000,587750000,629036000,764592500,771016000,664109300
Ford Motor Company,SPS14009295,113873,345370BM1,F 7.75 06/15/2043 FIX USD Corporate,397821000,689674600,585997600,525322300,383542800,664377600,708329000,521045500,436518200,652494900,509828500,553582768,681374000,661659500,592328000,524020000,382203000,530050000,799257500,684340000,547799000,0,512610000,775204000,610911000,652831000,579903000,537633475,609766000,882179000,587750000,629036000,764592500,771016000,664109300
Ford Motor Company,SPS14035502,113873,345370BP4,F 7.5 08/01/2026 FIX USD Corporate,397821000,689674600,585997600,525322300,383542800,664377600,708329000,521045500,436518200,652494900,509828500,553582768,681374000,661659500,592328000,524020000,382203000,530050000,799257500,684340000,547799000,0,512610000,775204000,610911000,652831000,579903000,537633475,609766000,882179000,587750000,629036000,764592500,771016000,664109300
Ford Motor Company,SPS14037654,113873,345370BR0,F 7.4 11/01/2046 FIX USD Corporate,397821000,689674600,585997600,525322300,383542800,664377600,708329000,521045500,436518200,652494900,509828500,553582768,681374000,661659500,592328000,524020000,382203000,530050000,799257500,684340000,547799000,0,512610000,775204000,610911000,652831000,579903000,537633475,609766000,882179000,587750000,629036000,764592500,771016000,664109300
Ford Motor Company,SPS14043002,113873,345370BS8,F 7.7 05/15/2097 FIX USD Corporate,397821000,689674600,585997600,525322300,383542800,664377600,708329000,521045500,436518200,652494900,509828500,553582768,681374000,661659500,592328000,524020000,382203000,530050000,799257500,684340000,547799000,0,512610000,775204000,610911000,652831000,579903000,537633475,609766000,882179000,587750000,629036000,764592500,771016000,664109300
Ford Motor Company,SPS14052708,113873,345370BT6,F 6.625 02/15/2028 FIX USD Corporate,397821000,689674600,585997600,525322300,383542800,664377600,708329000,521045500,436518200,652494900,509828500,553582768,681374000,661659500,592328000,524020000,382203000,530050000,799257500,684340000,547799000,0,512610000,775204000,610911000,652831000,579903000,537633475,609766000,882179000,587750000,629036000,764592500,771016000,664109300
Ford Motor Company,SPS14086369,113873,345370BV1,F 8.9 01/15/2032 FIX USD Corporate,397821000,689674600,585997600,525322300,383542800,664377600,708329000,521045500,436518200,652494900,509828500,553582768,681374000,661659500,592328000,524020000,382203000,530050000,799257500,684340000,547799000,0,512610000,775204000,610911000,652831000,579903000,537633475,609766000,882179000,587750000,629036000,764592500,771016000,664109300
Ford Motor Company,SPS14087329,113873,345370BW9,F 9.98 02/15/2047 FIX USD Corporate,397821000,689674600,585997600,525322300,383542800,664377600,708329000,521045500,436518200,652494900,509828500,553582768,681374000,661659500,592328000,524020000,382203000,530050000,799257500,684340000,547799000,0,512610000,775204000,610911000,652831000,579903000,537633475,609766000,882179000,587750000,629036000,764592500,771016000,664109300
Freedom Mortgage Corporation,SPS1848270539,4105802,U31333AG9,FREEMOR 6.625 01/15/2027 FIX USD Corporate RegS,"75,743,000.00000","108,340,000.00000","69,245,000.00000","57,597,100.00000","53,667,100.00000","71,769,000.00000","75,005,000.00000","93,681,000.00000","142,212,000.00000","113,108,300.00000","132,305,000.00000","140,635,000.00000","170,184,000.00000","181,150,000.00000","138,272,000.00000","99,139,000.00000","108,388,000.00000","127,582,000.00000","145,394,000.00000","138,629,000.00000","121,858,000.00000",0.00000,160851000,408995000,0,0,0,0,0,0,0,0,0,0,0
GE HealthCare Technologies Inc.,SPS1814830566,108009705,36267VAL7,GEHEAL 6.377 11/22/2052 FIX USD Corporate 144A,"700,233,000.00000","1,172,388,000.00000","1,089,681,000.00000","1,042,527,000.00000","1,499,315,000.00000","699,252,000.00000","759,016,000.00000","760,875,000.00000","712,798,000.00000","1,114,495,000.00000","1,627,994,000.00000","571,524,000.00000","1,003,204,000.00000","929,277,000.00000","629,063,000.00000","586,701,000.00000","672,731,000.00000","754,796,000.00000","712,301,000.00000","913,448,000.00000","621,248,000.00000",0.00000,"837,823,000.00000","692,966,000.00000","789,044,000.00000","1,354,508,000.00000","1,847,586,605.00000",0,0,0,0,0,0,0,0
"Global Medical Response, Inc.",SPS1878968083,4581397,U3163BAB5,GMEDIC 10/31/2028 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,"3,090,185.00000","12,262,846.00000","13,951,821.00000","16,321,360.00000","52,503,467.00000","20,534,744.00000","11,526,694.00000","21,947,000.00000","13,496,161.00000","21,689,817.00000","21,334,795.00000","43,229,747.00000","64,924,806.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Payments Inc.,SPS1758571575,4090258,37940XAH5,GLP 2.9 11/15/2031 FIX USD Corporate,"1,159,221,000.00000","2,015,190,000.00000","1,645,948,000.00000","1,616,379,500.00000","2,269,703,000.00000","2,820,454,000.00000","830,632,500.00000","692,088,000.00000","884,787,000.00000","945,142,000.00000","899,713,000.00000","1,317,680,500.00000","1,621,066,000.00000","1,144,185,000.00000","707,010,000.00000","617,798,500.00000","777,364,000.00000","866,176,500.00000","1,145,469,500.00000","1,060,288,000.00000","1,043,092,000.00000","2,532,461,000.00000","891,776,000.00000","882,877,000.00000","624,856,000.00000","941,794,000.00000","868,205,500.00000","1,205,726,000.00000","693,151,000.00000","656,352,000.00000","722,870,000.00000",0,0,0,0
Goldman Sachs Private Credit Corp.,SPS1983634252,107538728,U3826RAH6,GOLDSAHG 02/23/2028 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldman Sachs Private Credit Corp.,SPS1994091751,107538728,38152BAR2,GOLDSAHG 06/16/2031 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golub Capital Private Credit Fund,SPS1953804350,110706143,38179RAF2,GOLUCAHC 5.45 08/15/2028 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS Finance Corp.,SPS1885561763,4207623,40058FDE0,GSFI 09/30/2064 FLT USD Corporate,0,0,0,0,0,0,0,0,"37,561,633.00000","86,283,959.00000","96,282,227.00000","52,800,676.00000","57,388,968.00000","43,175,489.00000","52,708,489.00000","86,322,424.00000","58,840,125.00000","60,387,522.00000","70,954,537.00000","80,640,361.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS Finance Corp.,SPS1885563461,4207623,40058FUG6,GSFI 11/29/2039 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halliburton Company,SPS14176439,4010641,406216AS0,HAL 7.6 08/15/2096 FIX USD Corporate 144A,369244000,512009000,633138000,582212000,461078000,538596000,480561000,454827000,353148500,345634000,329926500,633949000,684340000,521504000,412001000,398708000,504811000,359379000,394218000,422479000,337213000,0,371418000,378472000,311992000,394685500,297146000,407223000,349574000,364675000,296922000,393664000,483128000,619533000,506634000
"Hasbro, Inc.",SPS14058449,4095387,418056AH0,HAS 6.6 07/15/2028 FIX USD Corporate,370412000,571536000,266265000,211718400,238057000,312538000,330904000,357367000,253965000,260696000,197938000,285556000,335917000,386804000,256388000,260049000,297210000,262728000,272433000,329329000,503146000,0,288903000,221224000,186288000,281823000,164201000,208647000,206797000,188482000,226112000,185603000,228582000,372250000,235914000
"Healthcare Realty Holdings, L.P.",SPS1792655508,4345132,42225UAQ7,HEALREA 3.625 01/15/2028 FIX USD Corporate,"209,681,000.00000","136,383,000.00000","106,758,000.00000","154,785,000.00000","126,772,000.00000","199,816,000.00000","134,876,000.00000","136,112,000.00000","130,421,000.00000","106,218,000.00000","92,528,000.00000","186,820,000.00000","199,375,000.00000","149,852,000.00000","131,246,000.00000","99,645,000.00000","90,086,000.00000","100,767,000.00000","100,574,000.00000","175,024,000.00000","184,130,000.00000",0.00000,"62,419,000.00000","107,949,000.00000","52,830,000.00000","103,250,000.00000",0,0,0,0,0,0,0,0,0
"Healthcare Realty Holdings, L.P.",SPS635849717,4345132,42225UAG9,HEALREA 3.1 02/15/2030 FIX USD Corporate,"209,681,000.00000","136,383,000.00000","106,758,000.00000","154,785,000.00000","126,772,000.00000","199,816,000.00000","134,876,000.00000","136,112,000.00000","130,421,000.00000","106,218,000.00000","92,528,000.00000","186,820,000.00000","199,375,000.00000","149,852,000.00000","131,246,000.00000","99,645,000.00000","90,086,000.00000","100,767,000.00000","100,574,000.00000","175,024,000.00000","184,130,000.00000","73,058,000.00000","62,419,000.00000","107,949,000.00000","52,830,000.00000","103,250,000.00000","99,891,000.00000","210,575,000.00000","83,777,000.00000","127,484,000.00000","62,678,000.00000","113,451,000.00000","118,379,000.00000","163,277,000.00000","206,304,000.00000"
Historic TW Inc.,SPS14028273,4004176,887315AZ2,TW-HistTWInc 8.3 01/15/2036 VAR USD Corporate,4428000,4605500,5645000,6992000,6615000,7946700,8443000,6064000,9820000,7168000,48512400,32213300,71460600,57402447,61306700,78142500,71949500,92582585,23761903,44409288,27696000,41761000,26148000,17073000,22156000,27989000,26282000,28626000,15456000,8406000,9309000,13854000,21110000,10353000,9169000
Historic TW Inc.,SPS14056627,4004176,887315BM0,TW-HistTWInc 6.95 01/15/2028 FIX USD Corporate,1366000,1838000,1109000,1007000,1147000,939000,2783000,2652000,4267000,1549000,2117000,1834000,817000,925000,889000,679000,1952000,1317000,2100010,2000000,1797999,0,3075000,1166000,1729000,1707000,6208000,2929000,3367000,4670000,2843000,5939000,6409000,38764000,2178000
Historic TW Inc.,SPS14063043,4004176,887315BN8,TW-HistTWInc 6.625 05/15/2029 FIX USD Corporate,1366000,1838000,1109000,1007000,1147000,939000,2783000,2652000,4267000,1549000,2117000,1834000,817000,925000,889000,679000,1952000,1317000,2100010,2000000,1797999,0,3075000,1166000,1729000,1707000,6208000,2929000,3367000,4670000,2843000,5939000,6409000,38764000,2178000
Howard Hughes Holdings Inc.,SPS701331969,4265772,U44255AF1,THEHOW 4.375 02/01/2031 FIX USD Corporate RegS,"180,407,000.00000","255,237,000.00000","338,829,500.00000","84,319,500.00000","73,991,000.00000","106,496,000.00000","101,439,000.00000","107,035,000.00000","101,121,500.00000","122,048,000.00000","102,030,000.00000","107,427,000.00000","138,087,000.00000","152,504,000.00000","138,250,000.00000","128,037,000.00000","99,244,000.00000","120,507,000.00000","142,363,000.00000","157,815,000.00000","96,627,000.00000",0.00000,136500000,127996000,100084000,125718000,141738000,150044000,154213000,124633000,94414000,117832000,121432000,286312000,0
HP Inc.,SPS1785965139,105223,40434LAN5,HPINCAA 5.5 01/15/2033 FIX USD Corporate,"526,048,000.00000","704,309,000.00000","936,847,000.00000","749,291,000.00000","604,206,000.00000","742,274,000.00000","691,410,000.00000","855,347,000.00000","759,869,000.00000","766,746,000.00000","987,804,000.00000","1,299,478,000.00000","1,278,305,500.00000","604,126,000.00000","682,740,000.00000","542,463,000.00000","482,121,000.00000","479,777,000.00000","456,843,000.00000","455,717,000.00000","606,273,000.00000",0.00000,"497,651,000.00000","660,077,500.00000","804,469,000.00000","474,033,000.00000","549,200,000.00000","484,209,000.00000","1,091,770,000.00000",0,0,0,0,0,0
HPS Corporate Lending Fund,SPS1959590668,29558536,40440VAR6,HPSCOR FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPS Corporate Lending Fund,SPS1999752877,29558536,40440VBF1,HPSCOR FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iHeartCommunications, Inc.",SPS1912350935,4095086,U45057AP8,IHEAINC 7.0 01/15/2031 FIX USD Corporate RegS,"555,871,698.00000","347,934,508.00000","321,854,384.00000","295,994,898.00000","284,798,536.00000","445,703,514.00000","332,916,320.00000","328,090,999.00000","247,456,375.00000","141,208,359.00000","173,661,937.00000","180,882,172.00000","272,279,501.00000","256,781,212.00000","265,205,915.00000","204,208,088.00000","105,546,710.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indiana Bell Telephone Company, Incorporated",SPS32213435,4057194,454614AL2,INDIBEL 7.3 08/15/2026 FIX USD Corporate,1733000,1026000,4315000,992000,786000,1313000,431000,242000,406000,85000,251000,80000,130000,249000,103000,310000,589000,294000,311000,4466000,391000,0,449000,2305000,628000,170000,635000,342000,1617000,1813000,225000,1094000,531000,585000,506000
"Indiana Gas Company, Inc.",SPS14044868,4057125,45475QAH6,VVC-InGaCo 6.68 07/07/2027 FIX USD Corporate,25000,25000,0,0,0,0,10000,200000,0,0,600000,0,5000000,5020000,470000,550000,4000,0,15000,16000,0,0,17080000,0,0,0,0,0,0,0,0,0,0,0,60000
"Indiana Gas Company, Inc.",SPS14077444,4057125,45475QAR4,VVC-InGaCo 7.08 10/05/2029 FIX USD Corporate,25000,25000,0,0,0,0,10000,200000,0,0,600000,0,5000000,5020000,470000,550000,4000,0,15000,16000,0,10000000,17080000,0,0,0,0,0,0,0,0,0,0,0,60000
Invitation Homes Operating Partnership LP,SPS1686799318,4887375,46188BAC6,INVIHOAC 2.7 01/15/2034 FIX USD Corporate,"308,928,000.00000","363,064,000.00000","304,234,000.00000","475,581,000.00000","230,149,000.00000","224,164,000.00000","338,221,000.00000","402,868,000.00000","286,508,000.00000","232,896,000.00000","242,432,000.00000","251,033,000.00000","359,024,000.00000","279,403,000.00000","210,102,000.00000","159,207,000.00000","184,158,000.00000","295,381,000.00000","562,000,000.00000","391,472,000.00000","221,769,000.00000","215,673,000.00000","333,849,000.00000","194,667,000.00000","70,603,000.00000","166,313,000.00000","111,159,000.00000","162,784,000.00000","77,369,000.00000","141,841,000.00000","142,875,000.00000",0,0,0,0
ITC Holdings Corp.,SPS1838044034,4099990,U4501WAL6,ITCHC 09/22/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322587000,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS14559250,103464,472319AC6,JEFFIN 6.25 01/15/2036 FIX USD Corporate,919587000,1382718753,934977750,837552006,456277006,463423443,701867440,524416000,530841500,557174000,448884000,379612500,440579500,605237000,479670500,338813000,326541000,294249000,413867000,431535000,480049000,0,319316000,393261000,208606000,193270000,182873000,292875000,202216000,212206000,237617000,189902000,236633000,357959000,155196000
Jefferies Financial Group Inc.,SPS1891126746,103464,47233WGV5,JEFFIN 08/31/2036 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1893490168,103464,47233WHA0,JEFFIN 6.0 09/16/2036 FIX USD Corporate,919587000,1382718753,"934,977,750.00000","837,552,006.00000","456,277,006.00000","463,423,443.00000","701,867,440.00000","524,416,000.00000","530,841,500.00000","557,174,000.00000","448,884,000.00000","379,612,500.00000","440,579,500.00000","605,237,000.00000","479,670,500.00000","338,813,000.00000","326,541,000.00000","294,249,000.00000","413,867,000.00000","431,535,000.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1903319909,103464,47233WHJ1,JEFFIN 6.0 11/22/2039 FIX USD Corporate,"919,587,000.00000","1,382,718,753.00000","934,977,750.00000","837,552,006.00000","456,277,006.00000","463,423,443.00000","701,867,440.00000","524,416,000.00000","530,841,500.00000","557,174,000.00000","448,884,000.00000","379,612,500.00000","440,579,500.00000","605,237,000.00000","479,670,500.00000",338813000,326541000,294249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1935137954,103464,47233WJK6,JEFFIN 6.5 03/31/2045 FIX USD Corporate,"919,587,000.00000","1,382,718,753.00000","934,977,750.00000","837,552,006.00000","456,277,006.00000","463,423,443.00000","701,867,440.00000","524,416,000.00000","530,841,500.00000","557,174,000.00000","448,884,000.00000","379,612,500.00000","440,579,500.00000","605,237,000.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1948280473,103464,47233WKB4,JEFFIN 6.05 06/30/2035 FIX USD Corporate,919587000,1382718753,934977750,837552006,456277006,463423443,701867440,524416000,530841500,557174000,448884000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1955668501,103464,47233WKK4,JEFFIN 5.85 08/08/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1962725703,103464,47233WKT5,JEFFIN 10/20/2045 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1968256411,103464,47233WKZ1,JEFFIN 5.5 11/25/2035 FIX USD Corporate,"919,587,000.00000","1,382,718,753.00000","934,977,750.00000","837,552,006.00000","456,277,006.00000","463,423,443.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1978548739,103464,47233WLP2,JEFFIN 5.0 01/31/2032 FIX USD Corporate,919587000,1382718753,934977750,837552006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1981558671,103464,47233WLQ0,JEFFIN 6.0 02/17/2041 FIX USD Corporate,919587000,1382718753,934977750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1981558673,103464,47233WLS6,JEFFIN 5.0 02/17/2032 FIX USD Corporate,"919,587,000.00000",1382718753,934977750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1984711343,103464,47233WLU1,JEFFIN 5.0 02/28/2033 FIX USD Corporate,"919,587,000.00000","1,382,718,753.00000",934977750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS1986625840,103464,47233WLZ0,JEFFIN 7.0 03/17/2056 FIX USD Corporate,919587000,1382718753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS2001003224,103464,47233WMQ9,JEFFIN 05/31/2031 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS2001003225,103464,47233WMR7,JEFFIN 05/29/2051 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS643085688,103464,47233JCR7,JEFFIN 4.46086 11/29/2034 FLT USD Corporate,919587000,1382718753,934977750,837552006,456277006,463423443,701867440,524416000,530841500,557174000,448884000,379612500,440579500,605237000,479670500,338813000,326541000,294249000,413867000,431535000,480049000,0,319316000,393261000,208606000,193270000,182873000,292875000,0,0,0,0,0,0,0
Jefferies Financial Group Inc.,SPS690751551,103464,47233JDZ8,JEFFIN 4.0 10/19/2040 FIX USD Corporate,919587000,1382718753,934977750,837552006,456277006,463423443,701867440,524416000,530841500,557174000,448884000,379612500,440579500,605237000,479670500,338813000,326541000,294249000,413867000,431535000,480049000,283134000,319316000,393261000,208606000,193270000,182873000,292875000,202216000,212206000,237617000,189902000,236633000,357959000,155196000
