SPGTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day,Entity Trade Volume 30 Day
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_30D
,,,,,04/30/2026,03/31/2026,02/27/2026,01/30/2026,12/31/2025,11/28/2025,10/31/2025,09/30/2025,08/29/2025,07/31/2025,06/30/2025,05/30/2025,04/30/2025,03/31/2025,02/28/2025,01/31/2025,12/31/2024,11/29/2024,10/31/2024,09/30/2024,06/28/2024,03/29/2024,12/29/2023,09/29/2023,06/30/2023,03/31/2023,12/30/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Oracle Corporation,SPS661501797,4041363,68389XBW4,ORCLE 3.6 04/01/2040 FIX USD Corporate,"1,727,774,500.00000","3,075,468,500.00000","3,094,606,000.00000","1,915,081,000.00000","1,299,537,000.00000","2,733,184,500.00000","3,516,829,500.00000","4,521,542,000.00000","2,044,393,000.00000","2,515,732,000.00000","2,558,917,000.00000","2,417,106,000.00000","2,395,236,000.00000","2,735,717,000.00000","1,945,252,000.00000","2,898,857,900.00000","1,225,302,000.00000","1,610,241,000.00000","2,562,838,000.00000","3,083,861,900.00000","2,510,760,000.00000",0.00000,"2,216,144,000.00000","2,092,997,000.00000","2,777,820,500.00000","1,829,573,000.00000","2,132,581,000.00000","1,828,931,000.00000","2,111,158,000.00000","1,414,055,000.00000","1,260,702,000.00000","2,131,110,000.00000","3,026,154,000.00000","3,873,864,000.00000","985,942,000.00000"
Oracle Corporation,SPS661501798,4041363,68389XBY0,ORCLE 3.85 04/01/2060 FIX USD Corporate,"1,727,774,500.00000","3,075,468,500.00000","3,094,606,000.00000","1,915,081,000.00000","1,299,537,000.00000","2,733,184,500.00000","3,516,829,500.00000","4,521,542,000.00000","556,406,000.00000","865,585,000.00000","790,006,000.00000","947,553,000.00000","899,173,000.00000","872,271,000.00000","1,051,897,500.00000","1,023,098,500.00000","753,525,000.00000","744,918,000.00000","925,831,500.00000","1,117,967,500.00000","1,054,399,000.00000",0.00000,"719,378,000.00000","716,371,500.00000","855,218,500.00000","823,930,000.00000","808,791,500.00000","1,176,147,500.00000","1,423,046,000.00000","1,031,196,000.00000","1,045,422,000.00000","836,531,000.00000","785,893,000.00000","2,338,527,000.00000","1,166,055,000.00000"
Oracle Corporation,SPS661501800,4041363,68389XBX2,ORCLE 3.6 04/01/2050 FIX USD Corporate,"1,727,774,500.00000","3,075,468,500.00000","3,094,606,000.00000","1,915,081,000.00000","1,299,537,000.00000","2,733,184,500.00000","3,516,829,500.00000","4,521,542,000.00000","556,406,000.00000","865,585,000.00000","790,006,000.00000","947,553,000.00000","899,173,000.00000","872,271,000.00000","1,051,897,500.00000","1,023,098,500.00000","753,525,000.00000","744,918,000.00000","925,831,500.00000","1,117,967,500.00000","1,054,399,000.00000",0.00000,"719,378,000.00000","716,371,500.00000","855,218,500.00000","823,930,000.00000","808,791,500.00000","1,176,147,500.00000","1,423,046,000.00000","1,031,196,000.00000","1,045,422,000.00000","836,531,000.00000","785,893,000.00000","2,338,527,000.00000","1,166,055,000.00000"
Pacific Bell Telephone Company,SPS14015702,4057208,694032AV5,PACIFIB 07/15/2043 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Bell Telephone Company,SPS32220862,4057208,694032BH5,PACIFIB 07/15/2043 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1771741932,4004218,694308KB2,PCG-PacGas+Elec 4.2 03/01/2029 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000","1,537,615,606.00000",0,0,0,0,0
Pacific Gas and Electric Company,SPS1771741934,4004218,694308KD8,PCG-PacGas+Elec 5.25 03/01/2052 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000","1,537,615,606.00000",0,0,0,0,0
Pacific Gas and Electric Company,SPS1786038271,4004218,694308KF3,PCG-PacGas+Elec 5.45 06/15/2027 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,927704782,1993929262,2300301631,1417955786,1209306611,1082328403,1624361847,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1786038272,4004218,694308KG1,PCG-PacGas+Elec 5.9 06/15/2032 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000",0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1820704226,4004218,694308KH9,PCG-PacGas+Elec 6.75 01/15/2053 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000",0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1831053386,4004218,694308KK2,PCG-PacGas+Elec 6.7 04/01/2053 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000",0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1840069904,4004218,694308KL0,PCG-PacGas+Elec 6.1 01/15/2029 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000",1993929262,2300301631,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1872777034,4004218,694308KQ9,PCG-PacGas+Elec 5.55 05/15/2029 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1872777035,4004218,694308KR7,PCG-PacGas+Elec 5.8 05/15/2034 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1932376728,4004218,694308KU0,PCG-PacGas+Elec 5.7 03/01/2035 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1932376729,4004218,694308KV8,PCG-PacGas+Elec 6.15 03/01/2055 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1945918942,4004218,694308KW6,PCG-PacGas+Elec 5.0 06/04/2028 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1945918943,4004218,694308KX4,PCG-PacGas+Elec 6.0 08/15/2035 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1961942870,4004218,694308KY2,PCG-PacGas+Elec 5.05 10/15/2032 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1961942871,4004218,694308KZ9,PCG-PacGas+Elec 6.1 10/15/2055 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1983758881,4004218,694308LB1,PCG-PacGas+Elec 6.0 05/01/2056 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS1983758907,4004218,694308LA3,PCG-PacGas+Elec 5.2 05/01/2036 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Gas and Electric Company,SPS672609677,4004218,694308JG3,PCG-PacGas+Elec 2.5 02/01/2031 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000","1,537,615,606.00000","981,477,701.00000","1,499,093,278.00000","1,502,600,875.00000","2,029,386,500.00000","1,686,471,995.00000"
Pacific Gas and Electric Company,SPS672614173,4004218,694308JF5,PCG-PacGas+Elec 2.1 08/01/2027 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000","1,537,615,606.00000","981,477,701.00000","1,499,093,278.00000","1,502,600,875.00000","2,029,386,500.00000","1,686,471,995.00000"
Pacific Gas and Electric Company,SPS672614174,4004218,694308JH1,PCG-PacGas+Elec 3.3 08/01/2040 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000","1,537,615,606.00000","981,477,701.00000","1,499,093,278.00000","1,502,600,875.00000","2,029,386,500.00000","1,686,471,995.00000"
Pacific Gas and Electric Company,SPS672614175,4004218,694308JJ7,PCG-PacGas+Elec 3.5 08/01/2050 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000","1,537,615,606.00000","981,477,701.00000","1,499,093,278.00000","1,502,600,875.00000","2,029,386,500.00000","1,686,471,995.00000"
Pacific Gas and Electric Company,SPS673519730,4004218,694308JK4,PCG-PacGas+Elec 3.75 07/01/2028 FIX USD Corporate,2577936177,3365315073,3807166108,2327400475,1443547420,1654197946,2711945288,2708516349,1795869895,2492682230,2886091540,2852374381,2805203144,3612555048,2780008861,2805848182,1555633891,1426308830,1515157059,2161736115,1981082887,0,927704782,1993929262,2300301631,1417955786,1209306611,1082328403,1624361847,1537615606,981477701,1499093278,1502600875,2029386500,1686471995
Pacific Gas and Electric Company,SPS673519732,4004218,694308JM0,PCG-PacGas+Elec 4.55 07/01/2030 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000",0.00000,"927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000","1,537,615,606.00000","981,477,701.00000","1,499,093,278.00000","1,502,600,875.00000","2,029,386,500.00000","1,686,471,995.00000"
Pacific Gas and Electric Company,SPS705892846,4004218,694308JT5,PCG-PacGas+Elec 3.25 06/01/2031 FIX USD Corporate,"2,577,936,177.00000","3,365,315,073.00000","3,807,166,108.00000","2,327,400,475.00000","1,443,547,420.00000","1,654,197,946.00000","2,711,945,288.00000","2,708,516,349.00000","1,795,869,895.00000","2,492,682,230.00000","2,886,091,540.00000","2,852,374,381.00000","2,805,203,144.00000","3,612,555,048.00000","2,780,008,861.00000","2,805,848,182.00000","1,555,633,891.00000","1,426,308,830.00000","1,515,157,059.00000","2,161,736,115.00000","1,981,082,887.00000","2,755,067,384.00000","927,704,782.00000","1,993,929,262.00000","2,300,301,631.00000","1,417,955,786.00000","1,209,306,611.00000","1,082,328,403.00000","1,624,361,847.00000","1,537,615,606.00000","981,477,701.00000","1,499,093,278.00000","1,502,600,875.00000","2,029,386,500.00000",0
PacifiCorp,SPS14165434,4001587,695114BX5,SCOTPO-Pacifico 5.9 08/15/2034 FIX USD Corporate,2391486000,1842153000,1048182400,693921000,1002803400,1333204400,755067000,886497000,1050862000,1027879000,710812000,574616000,1094915000,1200250000,680664000,807799000,668036000,775946000,689104000,766118000,981271000,968175000,556981000,591531000,1558326000,372355000,584125000,316968000,290966000,228423000,281476000,325310000,186616000,360304000,201071000
PacifiCorp,SPS1837759730,4001587,695114DA3,SCOTPO-Pacifico 5.5 05/15/2054 FIX USD Corporate,"2,391,486,000.00000","1,842,153,000.00000","1,048,182,400.00000","693,921,000.00000","1,002,803,400.00000","1,333,204,400.00000","755,067,000.00000","886,497,000.00000","1,050,862,000.00000","1,027,879,000.00000","710,812,000.00000","574,616,000.00000","1,094,915,000.00000","1,200,250,000.00000","680,664,000.00000","807,799,000.00000","668,036,000.00000","775,946,000.00000","689,104,000.00000","766,118,000.00000","981,271,000.00000",0.00000,"556,981,000.00000","591,531,000.00000","1,558,326,000.00000",0,0,0,0,0,0,0,0,0,0
PacifiCorp,SPS1982574572,4001587,695114DH8,SCOTPO-Pacifico 4.25 03/15/2029 FIX USD Corporate,"2,391,486,000.00000","1,842,153,000.00000","1,048,182,400.00000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PacifiCorp,SPS28602401,4001587,695114CA4,SCOTPO-Pacifico 6.1 08/01/2036 FIX USD Corporate 144A,2391486000,1842153000,1048182400,693921000,1002803400,1333204400,755067000,886497000,1050862000,1027879000,710812000,574616000,1094915000,1200250000,680664000,807799000,668036000,775946000,689104000,766118000,981271000,0,556981000,591531000,1558326000,372355000,584125000,316968000,290966000,228423000,281476000,325310000,186616000,360304000,201071000
PacifiCorp,SPS33224902,4001587,695114CE6,SCOTPO-Pacifico 5.75 04/01/2037 FIX USD Corporate,2391486000,1842153000,1048182400,693921000,1002803400,1333204400,755067000,886497000,1050862000,1027879000,710812000,574616000,1094915000,1200250000,680664000,807799000,668036000,775946000,689104000,766118000,981271000,968175000,556981000,591531000,1558326000,372355000,584125000,316968000,290966000,228423000,281476000,325310000,186616000,360304000,201071000
PacifiCorp,SPS37480617,4001587,695114CG1,SCOTPO-Pacifico 6.25 10/15/2037 FIX USD Corporate,2391486000,1842153000,1048182400,693921000,1002803400,1333204400,755067000,886497000,1050862000,1027879000,710812000,574616000,1094915000,1200250000,680664000,807799000,668036000,775946000,689104000,766118000,981271000,968175000,556981000,591531000,1558326000,372355000,584125000,316968000,290966000,228423000,281476000,325310000,186616000,360304000,201071000
PacifiCorp,SPS573563734,4001587,695114CT3,SCOTPO-Pacifico 4.125 01/15/2049 FIX USD Corporate,"2,391,486,000.00000","1,842,153,000.00000","1,048,182,400.00000","693,921,000.00000","1,002,803,400.00000","1,333,204,400.00000","755,067,000.00000","886,497,000.00000","1,050,862,000.00000","1,027,879,000.00000","710,812,000.00000","574,616,000.00000","1,094,915,000.00000","1,200,250,000.00000","680,664,000.00000","807,799,000.00000","668,036,000.00000","775,946,000.00000","689,104,000.00000","766,118,000.00000","981,271,000.00000",0.00000,"556,981,000.00000","591,531,000.00000","1,558,326,000.00000","372,355,000.00000","584,125,000.00000","316,968,000.00000","290,966,000.00000","228,423,000.00000","281,476,000.00000","325,310,000.00000","186,616,000.00000","360,304,000.00000","201,071,000.00000"
PacifiCorp,SPS604263577,4001587,695114CU0,SCOTPO-Pacifico 3.5 06/15/2029 FIX USD Corporate,"2,391,486,000.00000","1,842,153,000.00000","1,048,182,400.00000","693,921,000.00000","1,002,803,400.00000","1,333,204,400.00000","755,067,000.00000","886,497,000.00000","1,050,862,000.00000","1,027,879,000.00000","710,812,000.00000","574,616,000.00000","1,094,915,000.00000","1,200,250,000.00000","680,664,000.00000","807,799,000.00000","668,036,000.00000","775,946,000.00000","689,104,000.00000","766,118,000.00000","981,271,000.00000","968,175,000.00000","556,981,000.00000","591,531,000.00000","1,558,326,000.00000","372,355,000.00000","584,125,000.00000","316,968,000.00000","290,966,000.00000","228,423,000.00000","281,476,000.00000","325,310,000.00000","186,616,000.00000","360,304,000.00000","201,071,000.00000"
PacifiCorp,SPS604263578,4001587,695114CV8,SCOTPO-Pacifico 4.15 02/15/2050 FIX USD Corporate,"2,391,486,000.00000","1,842,153,000.00000","1,048,182,400.00000","693,921,000.00000","1,002,803,400.00000","1,333,204,400.00000","755,067,000.00000","886,497,000.00000","1,050,862,000.00000","1,027,879,000.00000","710,812,000.00000","574,616,000.00000","1,094,915,000.00000","1,200,250,000.00000","680,664,000.00000","807,799,000.00000","668,036,000.00000","775,946,000.00000","689,104,000.00000","766,118,000.00000","981,271,000.00000","968,175,000.00000","556,981,000.00000","591,531,000.00000","1,558,326,000.00000","372,355,000.00000","584,125,000.00000","316,968,000.00000","290,966,000.00000","228,423,000.00000","281,476,000.00000","325,310,000.00000","186,616,000.00000","360,304,000.00000","201,071,000.00000"
PacifiCorp,SPS64621708,4001587,U69458AA2,SCOTPO-Pacifico 6.1 08/01/2036 FIX USD Corporate RegS,2391486000,1842153000,1048182400,693921000,1002803400,1333204400,755067000,886497000,1050862000,1027879000,710812000,574616000,1094915000,1200250000,680664000,807799000,668036000,775946000,689104000,766118000,981271000,968175000,556981000,591531000,1558326000,372355000,584125000,316968000,290966000,228423000,281476000,325310000,186616000,360304000,201071000
