SPGTable,,,,,,
-,"Indiana Gas Company, Inc.",,Utilities; Utilities; Gas Utilities; Gas Utilities; Oil and Gas Distribution; Natural Gas Transmission,Utilities,Gas Utilities,4057125
-,CenterPoint Energy Resources Corp.,,Utilities; Utilities; Gas Utilities; Gas Utilities; Oil and Gas Distribution; Natural Gas Transmission,Utilities,Gas Utilities,4057141
-,"Texas Gas Transmission, LLC",,"Energy; Energy; Oil, Gas and Consumable Fuels; Oil and Gas Storage and Transportation; Natural Gas Pipelines",Energy,"Oil, Gas and Consumable Fuels",4057167
-,"Indiana Bell Telephone Company, Incorporated",,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services; Conferencing Services; Video Conferencing; Facsimile Transmission Services; Local Telecommunications Services; Long Distance Telecommunications Services,Communication Services,Diversified Telecommunication Services,4057194
-,Pacific Bell Telephone Company,,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services,Communication Services,Diversified Telecommunication Services,4057208
-,Qwest Corporation,,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Alternative Carriers; Broadband Telecommunications Services; Digital Telecommunications Services; Integrated Services Digital Network Services (ISDN); Point to Point Digital Telecommunications Services,Communication Services,Diversified Telecommunication Services,4057217
-,Verizon Maryland Inc.,,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services; Local Telecommunications Services; Telephone Answering Services,Communication Services,Diversified Telecommunication Services,4057233
-,[Inactive] Verizon New England Inc.,,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services,Communication Services,Diversified Telecommunication Services,4057234
-,Verizon New Jersey Inc.,,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services; Local Telecommunications Services; Long Distance Telecommunications Services,Communication Services,Diversified Telecommunication Services,4057235
-,Verizon New York Inc.,,Internet Service Providers (ISP); Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services; Local Telecommunications Services; Long Distance Telecommunications Services,Communication Services,Diversified Telecommunication Services,4057236
-,Verizon Virginia LLC,,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services; Local Telecommunications Services,Communication Services,Diversified Telecommunication Services,4057242
-,"Wisconsin Bell, Inc.",,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services; Local Telecommunications Services,Communication Services,Diversified Telecommunication Services,4057247
-,Connecticut Natural Gas Corporation,,Utilities; Utilities; Gas Utilities; Gas Utilities; Oil and Gas Distribution,Utilities,Gas Utilities,4059402
-,"NextEra Energy Capital Holdings, Inc.",,Utilities; Utilities; Independent Power and Renewable Electricity Producers; Renewable Electricity; Electric Power By Solar Energy; Electric Power By Wind Energy,Utilities,Independent Power and Renewable Electricity Producers,4065678
-,"Time Warner Cable Enterprises, LLC",,Media and Entertainment; Media; Cable and Satellite; Communication Services,Communication Services,Media,4071273
-,"Talen Energy Supply, LLC",,Utilities; Utilities; Electric Utilities; Electric Utilities; Electric Power Generation By Fossil Fuels,Utilities,Electric Utilities,4073447
-,"MidAmerican Funding, LLC",,Utilities; Utilities; Electric Utilities; Electric Utilities; Electric Power Distribution; Electric Power Generation By Fossil Fuels; Electric Power Generation By Nuclear Fuels; Electric Power Transmission and Control,Utilities,Electric Utilities,4081927
-,"iHeartCommunications, Inc.",,Media and Entertainment; Media; Broadcasting; Radio; Radio Broadcasting Stations; Radio Content and Programming; Radio Networks; Communication Services,Communication Services,Media,4095086
-,"Qwest Capital Funding, Inc.",,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services,Communication Services,Diversified Telecommunication Services,4136576
-,"Charter Communications Operating, LLC",,Media and Entertainment; Media; Cable and Satellite; Cable And Other Pay Television; Cable and Other Pay Television Content and Programming; Digital Cable Television; Communication Services,Communication Services,Media,4137131
-,Ameritech Capital Funding Corporation,,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services,Communication Services,Diversified Telecommunication Services,4150236
-,Ford Holdings LLC,,Financials; Financial Services; Consumer Finance; Consumer Finance,Financials,Consumer Finance,4171731
-,"Discovery Communications, LLC",,Media and Entertainment; Media; Broadcasting; Television; Television Broadcasting Stations; Communication Services,Communication Services,Media,4200085
-,Ladder Capital Finance Holdings LLLP,,Financials; Commercial and Residential Mortgage Finance; Mortgage Bankers and Loan Correspondents; Financial Services; Financial Services,Financials,Financial Services,4237798
-,"Pipeline Funding Company, LLC",,Financials; Financial Services; Financial Services; Specialized Finance,Financials,Financial Services,4243759
-,Yorkshire Power Finance Limited,,Financials; Financial Services; Financial Services; Specialized Finance,Financials,Financial Services,4279540
-,Northrop Grumman Systems Corporation,,Industrials; Capital Goods; Aerospace and Defense; Aerospace and Defense; Aerospace and Defense Maintenance and Services,Industrials,Aerospace and Defense,4312710
-,"AEP Transmission Company, LLC",,Utilities; Utilities; Electric Utilities; Electric Utilities; Electric Power Transmission and Control,Utilities,Electric Utilities,4341449
-,"Healthcare Realty Holdings, L.P.",,Real Estate; Equity Real Estate Investment Trusts (REITs); Health Care REITs; Health Care REITs,Real Estate,Health Care REITs,4345132
-,Verizon Pennsylvania LLC,,Communication Services; Telecommunication Services; Diversified Telecommunication Services; Integrated Telecommunication Services; Local Telecommunications Services,Communication Services,Diversified Telecommunication Services,4381427
-,"American Homes 4 Rent, L.P.",,Real Estate; Equity Real Estate Investment Trusts (REITs); Residential REITs; Single-Family Residential REITs,Real Estate,Residential REITs,4413987
-,"Global Medical Response, Inc.",,Ambulance Services; Health Care; Health Care Equipment and Services; Health Care Providers and Services; Health Care Services,Health Care,Health Care Providers and Services,4581397
-,"Care Capital Properties, LP",,Health Care; Health Care Equipment and Services; Health Care Providers and Services; Health Care Facilities,Health Care,Health Care Providers and Services,4587510
-,MGM Growth Properties Operating Partnership LP,,Real Estate; Equity Real Estate Investment Trusts (REITs); Hotel and Resort REITs; Hotel and Resort REITs,Real Estate,Hotel and Resort REITs,4674780
-,Invitation Homes Operating Partnership LP,,Real Estate; Equity Real Estate Investment Trusts (REITs); Residential REITs; Single-Family Residential REITs,Real Estate,Residential REITs,4887375
-,Dell International L.L.C.,,"Information Technology; Technology Hardware and Equipment; Technology Hardware, Storage and Peripherals; Technology Hardware, Storage and Peripherals; Data Storage; Personal Computers And Accessories; Desktop Computers; Laptop Computers; Monitors; Multimedia Devices; Servers",Information Technology,"Technology Hardware, Storage and Peripherals",5067632
-,"Brighthouse Holdings, LLC",,Financials; Insurance; Insurance; Life and Health Insurance; Life Insurance,Financials,Insurance,6592953
-,USF&G Capital III,,Financials; Insurance; Insurance; Property and Casualty Insurance,Financials,Insurance,7381986
